review_id,origin,expansion_state,country,relationship_kind,source,target,relationship_type,description_for_display_only,profile_proposal,profile_reason_code,profile_review_status,evidence_quote,evidence_url,evidence_flags
FI:K032,baseline_264,retained,FI,AKTEUR-AKTEUR,Housing Design / Department of Architecture / Aalto University,VTT – Circularity in the Built Environment,Kooperationsvereinbarung,Forschen zur grünen und digitalen Transformation.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Aalto University and VTT have signed a strategic partnership agreement.,https://www.aalto.fi/en/corporate-collaboration/strategic-research-institute-partner-vtt,
FI:K036,baseline_264,retained,FI,AKTEUR-AKTEUR,Ekokumppanit (Kiertotalous Pirkanmaa),SÄILÖ: Purusta säilöön ja kiertoon,Trägerschaft,Trägt das federführend.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Hankkeen päätoteuttajana toimii Ekokumppanien operoima Kiertotalous Pirkanmaa,https://ekokumppanit.fi/hankkeet/sailo/,
FI:K038,baseline_264,retained,FI,AKTEUR-AKTEUR,KIELO-Projektteam / Xamk,Mikkelin Kehitysyhtiö Miksei Oy,Konsortialpartner,Verbundpartnerschaft.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,KIELO – Kiertotalousloikka rakennusmateriaalien uudelleenkäytön parantamiseksi Mikkelissä on Mikkelin kehitysyhtiö Miksei Oy:n ja Kaakkois-Suomen ammattikorkeakoulun yhteinen ryhmähanke.,https://mikseimikkeli.fi/hankkeet/kielo/,
FI:K039,baseline_264,retained,FI,AKTEUR-AKTEUR,Mikkelin Kehitysyhtiö Miksei Oy,Purkupiha,Dienstleistungsbeziehung,Führte Rückbau im KIELO-Piloten aus.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Purkatyö toteutettiin yhteistyössä paikallisen rakennusliike OW-Yhtiöt Oy:n ja kohteen purku-urakoitsijaksi valikoituneen Purkupiha Oy:n kanssa.,https://arkisto.mikseimikkeli.fi/hiilineutraalit-terasportaat-onnistunut-purkumateriaalien-uudelleenkayttokokeilu-mikkelissa/,
FI:K040,baseline_264,retained,FI,AKTEUR-AKTEUR,Purkutori.fi,Purkupiha,Betreiberschaft,Betreibt Marktplatz.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Purkutori.fi-palvelun tarjoaa Purkupiha Oy – yksi Suomen suurimmista purkuliikkeistä ja johtava suomalaisomisteinen rakennusten ja teollisuuden purkaja Suomessa.,https://www.purkutori.fi/tietoja-meista,
FR:K006,baseline_264,retained,FR,AKTEUR-AKTEUR,Cycle Up,ORAK,Kooperationsvereinbarung,Entwickelten eine Reuse-Lösung für Teppichfliesen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Aujourd'hui Orak propose, en partenariat avec Cycle Up, une solution globale pour dalles textiles neuves ou réemployées",https://site.cycle-up.fr/annonceur-plus-orak/,
FR:K008,baseline_264,retained,FR,AKTEUR-AKTEUR,Cycle Up,TEXTIFLOOR,Kooperationsvereinbarung,Verbessern gemeinsam Bodenbelag-Reuse.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,le partenariat Cycle Up X Textifloor a pour objectif de contribuer à l'amélioration de la chaine de valeur,https://site.cycle-up.fr/textifloor-annonceurplus/,
FR:K010,baseline_264,retained,FR,AKTEUR-AKTEUR,Réempro,CD2E,Mitgliedschaft,Mitgliedschaft im Netzwerk.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Grâce à la notoriété du CD2E, nous avons pu bénéficier d'un grand réseau d'acteurs du réemploi et ainsi améliorer notre expertise sur le sujet.",https://cd2e.com/portraits-adherents/reempro-cd2e-portraits-adherents/,
FR:K015,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Circular Pavilion Paris,Encore Heureux,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,ENCORE HEUREUX ARCHITECTES (mandataires),https://encoreheureux.org/en/projects/pavillon-circulaire,
FR:K016,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Ferme du Rail Paris,Travail & Vie,Bauausführung,Bauausführung.,Einzelfall / Vorhaben,actor_project_edge,ready,Dans les entreprises : Apijbat et Travail et Vie,https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail,
FR:K017,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Ferme du Rail Paris,Réhabail,Bauherrschaft,Bauherrschaft.,Einzelfall / Vorhaben,actor_project_edge,ready,La maîtrise d'ouvrage privée Réhabail a été un acteur moteur et volontaire dans la démarche de réemploi,https://www.ekopolis.fr/operations-batiment/la-ferme-du-rail,
FR:K018,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Ferme du Rail Paris,Pouget Consultants,Fachplanung,Fachplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,"Grand Huit avec Albert et cie (AMO), Scoping (BET TCE), Gamba (BET acoustique) et Toreana, Pouget (BE thermique), Mélanie Drevet paysagiste",https://grandhuit.eu/projet/ferme-du-rail/,
FR:K020,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Ferme du Rail Paris,Albert & Co,Fachplanung,Fachplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,"rand huit avec albert et cie (amo), scoping (bet tce), gamba (bet acoustique) et toreana, pouget (be thermique), melanie drevet paysagi",https://grandhuit.eu/projet/ferme-du-rail/,
FR:K021,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Grande Halle de Colombelles,Le WIP,Betrieb,Betrieb.,Einzelfall / Vorhaben,actor_project_edge,ready,"Le WIP, actuel exploitant du bâtiment, a été titulaire de ce lot Réemploi",https://www.ekopolis.fr/operations-batiment/grande-halle-de-colombelles,
FR:K022,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,"Maison des Canaux, Paris",Les Canaux,Betrieb,Betrieb.,Einzelfall / Vorhaben,actor_project_edge,ready,"la Maison des Canaux, gérée par l'association Les Canaux",https://www.paris.fr/pages/les-canaux-une-maison-des-economies-solidaires-et-innovantes-4133,
FR:K023,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,"Maison des Canaux, Paris",Ville de Paris,Bauherrschaft,Bauherrschaft.,Einzelfall / Vorhaben,actor_project_edge,ready,"La Ville de Paris a décidé d'en faire un chantier de travaux exemplaire, sur le plan environnemental, notamment en économie circulaire, et solidaire.",https://www.paris.fr/pages/l-economie-circulaire-au-coeur-du-chantier-de-la-maison-des-canaux-16966,
FR:K024,baseline_264,retained,FR,AKTEUR-AKTEUR,Ville de Paris,Plateforme de réemploi des matériaux de voirie de la Ville de Paris,Betreiberschaft,Betreibt das Straßenbau-Depot.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Tous les chantiers de voirie parisiens ont leur réserve de granit au cœur d'un immense dépôt de la Direction de la voirie et des déplacements à Bonneuil sur Marne.,https://www.paris.fr/pages/le-pave-parisien-a-l-epreuve-du-temps-7511,
FR:K025,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Résilience,Novaedia / Novædia,Betrieb,Betrieb.,Einzelfall / Vorhaben,actor_project_edge,ready,"Le bâtiment accueillera en mars 2020 le siège social et les ateliers de Novaedia, coopérative à but d'insertion sociale",http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/,
FR:K026,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Résilience,SOCOTEC,Prüfung und Nachweis,Prüfung der Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,contrôleur technique : SOCOTEC,https://topophile.net/faire/la-ferme-des-possibles-ou-de-la-serendipite/,
FR:K027,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Résilience,Depuis 1920,Bauausführung,Bauausführung.,Einzelfall / Vorhaben,actor_project_edge,ready,"Les châssis ont été déposés, transportés et retravaillés dans les ateliers de l'entreprise de menuiseries Depuis1920",http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/,
FR:K028,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Résilience,Association Réavie,Bauteillieferung,Lieferte Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,"L'association Réavie a préparé et livré des éléments tels que des WC, des luminaires, des poignées de portes, des mitigeurs",http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/,
FR:K030,baseline_264,retained,FR,AKTEUR-BAUVORHABEN,Résilience,Archipel zéro,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,"Conçu par l'agence d'architecture Frédéric Denise – Archipel Zéro, le projet illustre l'engagement de la maîtrise d'ouvrage",http://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains/,
FR:K031,baseline_264,retained,FR,AKTEUR-AKTEUR,La Fab Bordeaux,Collectif CANCAN,Dienstleistungsbeziehung,Arbeitete im Auftrag.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Commanditaire : La Fab,https://www.collectifcancan.fr/project/promenade/,quote_too_short
FR:K032,baseline_264,retained,FR,AKTEUR-AKTEUR,Encore Heureux,REMIX / matériaux réemploi,Gründung,Mitgründung des Reuse-Büros.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Encore Heureux Architectes et Morgan Moinet décident de fonder REMIX, un bureau d'études",https://encoreheureux.org/en/news/creation-d-un-bureau-d-etudes-dedie-au-reemploi,
FR:K033,baseline_264,retained,FR,AKTEUR-AKTEUR,Mobius Réemploi,CSTB,Konsortialpartner,Arbeiteten im SPIROU-Verbund zusammen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"le projet de recherche SPIROU (Sécuriser les Pratiques Innovantes de Réemploi via une Offre Unifiée) co-financé par l'ADEME, le CSTB et ses partenaires Mobius réemploi, le Booster du Réemploi / A4MT et Qualiconsult",https://www.cstb.fr/nos-offres/toutes-nos-offres/accompagner-developpement-reemploi,
FR:K034,baseline_264,retained,FR,AKTEUR-AKTEUR,CANCAN Architecture,REFAIR Bordeaux,"Zusammenarbeit, Art unklar",Begleitete beim Reuse-Vorhaben.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,REFAIR accompagne CANCAN Architecture sur le réemploi.,https://refair-bm.fr/le-reemploi-cest-la-base/,
FR:K035,baseline_264,retained,FR,AKTEUR-AKTEUR,CSTB,Bellastock,Konsortialpartner,Arbeiteten im FCRBE-Verbund zusammen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Bellastock et le CSTB en France, Bruxelles-Environnement, Belgian Building Research Institute (BBRI) et la Confédération de la Construction en Belgique, la School of Architecture and Design de l'Université de Brighton et l'opérateur",https://lecho-circulaire.com/le-projet-fcrbe-facilite-le-reemploi-dans-la-construction/,
FR:K038,baseline_264,retained,FR,AKTEUR-AKTEUR,CSTB,Institut National de l'Économie Circulaire (INEC),Konsortialpartner,Arbeiteten im LIFE-Waste2Build-Verbund zusammen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Le CSTB a rejoint le consortium ... avec l'Institut National de l'Économie Circulaire.,https://www.cstb.fr/toutes-les-actualites/economie-circulaire-batiment,
FR:K039,baseline_264,retained,FR,AKTEUR-AKTEUR,CSTB,Booster du Réemploi (A4MT),Konsortialpartner,Arbeiteten im SPIROU-Verbund zusammen.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"le projet de recherche SPIROU (Sécuriser les Pratiques Innovantes de Réemploi via une Offre Unifiée) co-financé par l'ADEME, le CSTB et ses partenaires Mobius réemploi, le Booster du Réemploi / A4MT et Qualiconsult",https://www.cstb.fr/nos-offres/toutes-nos-offres/accompagner-developpement-reemploi,
FR:K041,baseline_264,retained,FR,AKTEUR-AKTEUR,Lascombes Matériaux Anciens,Lascombes Matériaux Anciens Sud-Ouest,Konzernbindung,Führt Sud- als Regionaldepot.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Lascombes Sud-Ouest est le dépôt régional secondaire de l'entreprise.,https://www.lascombes-sud-ouest.fr/p-infos-pratiques_fr.htm,
FR:K044,baseline_264,retained,FR,AKTEUR-AKTEUR,Booster du Réemploi (A4MT),CD2E,Kooperationsvereinbarung,Organisieren lokalen Reuse- gemeinsam.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,le CD2E et Action for Market Transformation – A4MT joignent leurs forces pour organiser un nouveau Booster du Réemploi local,https://cd2e.com/domaines-dexpertise/economie-circulaire/booster-du-reemploi/,
GB:K002,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,Gardiner & Theobald,BedZED,Fachplanung,Tragwerksplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,"led by the Peabody Trust in partnership with Bill Dunster Architects, Ellis & Moore Consulting Engineers, BioRegional, Arup and the cost consultants Gardiner and Theobald",https://en.wikipedia.org/wiki/BedZED,
GB:K003,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,Gardiner & Theobald,55 Great Suffolk Street,Fachplanung,Fachplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,Gardiner & Theobald (Project Manager – reclaimed steel initiative),https://asbp.org.uk/case-studies/55-great-suffolk-street,
GB:K016,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,CascadeUp,UCL Circular Economy Lab,Forschungsbegleitung,Forschungsbegleitung.,Einzelfall / Vorhaben,actor_project_edge,ready,"The pilot, known as CascadeUp, brings our bio-based, circular economy research to life.",https://www.ucl.ac.uk/circular-economy-lab/research/reusing-wood-demolition-mass-timber-products,
GB:K017,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,CascadeUp,UK CLT,Bauteillieferung,Lieferte Reuse-Holz.,Einzelfall / Vorhaben,actor_project_edge,ready,"This pilot modular building uses glulamST for its structural frame, and CLST as wall and floor panels.",https://ukclt.com/,
GB:K026,baseline_264,retained,GB,AKTEUR-AKTEUR,Whitby Wood,The Engineers Reuse Collective (TERC),Gründung,Gründung als Mitgründerin.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"The group has been founded by Buro Happold, Civic Engineers, Elliott Wood, Heyne Tillett Steel, Webb Yates Engineers and Whitby Wood, and is supported by The Institution of Structural Engineers.",https://terc.org.uk/news_launch/,
GB:K030,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,Brighton Waste House,"Studierende, Schulkinder und Freiwillige",Bauausführung,Bauausführung.,Einzelfall / Vorhaben,actor_project_edge,ready,70 students worked on the Waste House in their workshops and over 250 students helped in total,https://www.brighton.ac.uk/mrm/building-the-future/index.aspx,
GB:K038,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,Hastings Pier Visitor Centre,National Lottery Heritage Fund,Förderung,Förderung.,Einzelfall / Vorhaben,actor_project_edge,ready,Funding: Heritage Lottery Fund (£11.4 million grant),http://drmmstudio.com/project/hastings-pier/,
GB:K041,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,"Holbein Gardens, London",Heyne Tillett Steel / HTS,Fachplanung,Tragwerksplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,Engineers and consultants: TFT (Sustainability Consultant) HTS (Structural Engineer),https://asbp.org.uk/case-studies/holbein-gardens,
GB:K042,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,"Holbein Gardens, London",Cleveland Steel & Tubes,Bauteillieferung,Lieferte Reuse-Stahl.,Einzelfall / Vorhaben,actor_project_edge,ready,Steel supplier: Cleveland Steel & Tubes,https://terc.org.uk/54-2/,
GB:K044,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,"Holbein Gardens, London",TFT Consultants,Reuse-Konzept,Reuse-Konzept.,Einzelfall / Vorhaben,actor_project_edge,ready,Engineers and consultants: TFT (Sustainability Consultant),https://asbp.org.uk/case-studies/holbein-gardens,
GB:K046,baseline_264,retained,GB,AKTEUR-AKTEUR,Heyne Tillett Steel / HTS,Cleveland Steel & Tubes,Lieferbeziehung,Liefert Reuse-Stahl.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,We work closely with Cleveland Steel & Tubes.,https://hts.uk.com/news-views/the-future-of-steel-reuse/,
GB:K047,baseline_264,retained,GB,AKTEUR-AKTEUR,Heyne Tillett Steel / HTS,The Engineers Reuse Collective (TERC),Gründung,Gründung als Mitgründerin.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Founding members include Heyne Tillett Steel.,https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/,
GB:K048,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,Cleveland Steel & Tubes,Timber Square London,Bauteillieferung,Lieferte Reuse-Stahl.,Einzelfall / Vorhaben,actor_project_edge,ready,125 tonnes of reused steel were sourced from Cleveland Steel & Tubes.,https://timberdevelopment.uk/print-and-ink-buildings-timber-square/,
GB:K049,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,Cleveland Steel & Tubes,55 Great Suffolk Street,Bauteillieferung,Lieferte Reuse-Stahl.,Einzelfall / Vorhaben,actor_project_edge,ready,11.1 tonnes of steel were procured from Cleveland Steel & Tubes.,https://asbp.org.uk/case-studies/55-great-suffolk-street,
GB:K051,baseline_264,retained,GB,AKTEUR-AKTEUR,Cleveland Steel & Tubes,Elliott Wood,Lieferbeziehung,Liefert Reuse-Stahl.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Sourced from Cleveland Steel Stock, 4% of the steel is reclaimed, and 1% is recovered",https://www.elliottwood.co.uk/latest/180-piccadilly-londons-largest-steel-reuse-project,
GB:K052,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,House of Fraser,FORE Partnership,Bauherrschaft,Bauherrschaft.,Einzelfall / Vorhaben,actor_project_edge,ready,"The deal to reuse steel from House of Fraser was conceived between Fore and its consultants, Civic Engineers",https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel,
GB:K053,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,House of Fraser,Willmott Dixon,Bauausführung,Bauausführung.,Einzelfall / Vorhaben,actor_project_edge,ready,Collaboration between supply chain partners flagged the potential to reuse steel from the demolition of the House of Fraser building on Oxford Street,https://www.willmottdixon.co.uk/now-or-never/case-studies/tower-bridge-court-sets-standard-for-reuse-of-building-materials,
GB:K056,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,House of Fraser,Webb Yates Engineers,Fachplanung,Tragwerksplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,"Webb Yates, the engineer appointed to TBC London, ensured there was a smooth transition for using the recycled materials in the Thames-side design",https://www.theconstructionindex.co.uk/news/view/london-office-project-reuses-90-year-old-department-store-steel,
GB:K059,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,House of Fraser,Civic Engineers,Fachplanung,Tragwerksplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,Structural engineer: Civic Engineers,https://www.building.co.uk/buildings/its-mandss-oxford-street-neighbour-and-its-being-refurbished-not-demolished/5129238.article,
GB:K060,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,House of Fraser,Studio PDP,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,Studio PDP is leading the transformation of 318 Oxford Street.,https://studiopdp.com/blog/oxford-streets-sleeping-giant-awakens,
GB:K061,baseline_264,retained,GB,AKTEUR-AKTEUR,Webb Yates Engineers,The Engineers Reuse Collective (TERC),Gründung,Gründung als Mitgründerin.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Founding members include Webb Yates Engineers.,https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/,
GB:K062,baseline_264,retained,GB,AKTEUR-AKTEUR,Civic Engineers,Studio PDP,Gemeinsames Bauvorhaben,Planten 318 Oxford Street gemeinsam.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Structural and Facade Engineer: Civic Engineers,https://studiopdp.com/blog/permission-granted-318-oxford-street,
GB:K063,baseline_264,retained,GB,AKTEUR-AKTEUR,Civic Engineers,The Engineers Reuse Collective (TERC),Gründung,Gründung als Mitgründerin.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Founding members include Civic Engineers.,https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/,
GB:K068,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,PLP Architecture London Studio Circular Fit-out,Method,Bauausführung,Führte Ausbauarbeiten aus.,Einzelfall / Vorhaben,actor_project_edge,ready,Contractor Method,https://plparchitecture.com/plp-architecture-circular-studio-fit-out/,quote_too_short
GB:K071,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,PLP Architecture London Studio Circular Fit-out,Grants of Shoreditch,Bauteillieferung,Lieferte Reuse-Marmor.,Einzelfall / Vorhaben,actor_project_edge,ready,Reclaimed Marble Grants of Shoreditch,https://plparchitecture.com/plp-architecture-circular-studio-fit-out/,
GB:K072,baseline_264,retained,GB,AKTEUR-AKTEUR,Method,PLP Architecture,Gemeinsames Bauvorhaben,Gemeinsames Bauvorhaben.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Contractor Method,https://plparchitecture.com/plp-architecture-circular-studio-fit-out/,quote_too_short
GB:K075,baseline_264,retained,GB,AKTEUR-AKTEUR,Grants of Shoreditch,PLP Architecture,Lieferbeziehung,Lieferte Reuse-Marmor.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Reclaimed Marble Grants of Shoreditch,https://plparchitecture.com/plp-architecture-circular-studio-fit-out/,
GB:K078,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,Roots in the Sky,AKT II,Fachplanung,Tragwerksplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,"collaboration from AKT II, Gardiner & Theobald and Atelier Ten",https://www.architectsjournal.co.uk/news/developer-urban-mines-broadgate-steel-frame-for-southwark-retrofits,
GB:K083,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,AKT II,55 Great Suffolk Street,Prüfung und Nachweis,Prüfung der Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,AKT II was involved in assessing and repurposing the steel.,https://www.architectsjournal.co.uk/news/developer-urban-mines-broadgate-steel-frame-for-southwark-retrofits,
GB:K090,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,Timber Square London,Opera Property & Asset Management,Fachplanung,Fachplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,"Opera have led the procurement and management of the professional team, programming and contractor procurement strategy for the site",https://www.operapm.co.uk/place/our-projects/timber-square-southwark,
GB:K092,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,Opera Property & Asset Management,55 Great Suffolk Street,Fachplanung,Fachplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,Opera (Project Manager – 55 Great Suffolk Street),https://asbp.org.uk/case-studies/55-great-suffolk-street,
GB:K093,baseline_264,retained,GB,AKTEUR-BAUVORHABEN,Hawkins\Brown,55 Great Suffolk Street,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,Scope: Architecture,https://www.hawkinsbrown.com/projects/55-great-suffolk-street/,quote_too_short
GB:K095,baseline_264,retained,GB,AKTEUR-AKTEUR,The Engineers Reuse Collective (TERC),Elliott Wood,Gründung,Gründung als Mitgründerin.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,Founding members include Elliott Wood.,https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/,
NL:K007,baseline_264,retained,NL,AKTEUR-AKTEUR,Lagemaat Heerde,lcp-circulair,Gründung,Gründung als Mitgründerin.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,LCP circulair is een samenwerking tussen cepezed projects en Lagemaat,https://lcp-circulair.nl/,
NL:K009,baseline_264,retained,NL,AKTEUR-BAUVORHABEN,cepezed,The Green House Utrecht,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,The circular and highly sustainable design was made by cepezed in commission of consortium R Creators.,https://www.cepezed.com/recent/circulair-paviljoen-the-green-house-geopend/,
NL:K010,baseline_264,retained,NL,AKTEUR-AKTEUR,cepezed,lcp-circulair,Gründung,Gründung als Mitgründerin.,needs_profile_review,actor_actor_requires_scope_evidence,needs_source_scope_review,"Lcp circulair, a joint venture between cepezedprojects and Lagemaat.",https://iconrealestate.com/news/landmark-for-circular-innovation-circl-dismantling-to-commence/,
NL:K011,baseline_264,retained,NL,AKTEUR-BAUVORHABEN,IMd Raadgevende Ingenieurs,BioPartner 5,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,Constructief ontwerp: IMd Raadgevende Ingenieurs,https://www.staalmakers.nl/projecten/biopartner-5/,
NL:K012,baseline_264,retained,NL,AKTEUR-BAUVORHABEN,IMd Raadgevende Ingenieurs,Montessori Maassluis,Fachplanung,Tragwerksplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,Designteam: IMd Raadgevende Ingenieurs,https://www.kraaijvanger.nl/nl/projecten/montessori-maassluis,
NL:K014,baseline_264,retained,NL,AKTEUR-BAUVORHABEN,BioPartner 5,Popma ter Steege Architecten / PTSA,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,Architectuur: Popma ter Steege Architecten,https://www.staalmakers.nl/projecten/biopartner-5/,
NL:K016,baseline_264,retained,NL,AKTEUR-BAUVORHABEN,BioPartner 5,Vic Obdam Staalbouw,Bauausführung,Bauausführung.,Einzelfall / Vorhaben,actor_project_edge,ready,Staalbouw: Vic Obdam Staalbouw,https://www.staalmakers.nl/projecten/biopartner-5/,
NL:K019,baseline_264,proposed_removed,NL,AKTEUR-BAUVORHABEN,BioPartner 5,Leiden University,Bauteillieferung,Lieferte Reuse-Stahl.,Einzelfall / Vorhaben,actor_project_edge,ready,The same beams have also been used for the circular construction of BioPartner 5 at the Leiden Bio Science Park.,https://www.universiteitleiden.nl/en/news/2020/11/gorlaeus-highrise-lives-on-in-two-new-buildings-in-leiden,
NL:K025,baseline_264,retained,NL,AKTEUR-BAUVORHABEN,Jeugdkliniek Ithaka,Rothuizen Architecten / Taco Tuinhof,Entwurf,Entwurf.,Einzelfall / Vorhaben,actor_project_edge,ready,Architect - Partner Taco Tuinhof,https://rothuizen-architecten.nl/project/circulair-gebouw-voor-kind-en-jeugdkliniek/,
NL:K027,baseline_264,retained,NL,AKTEUR-BAUVORHABEN,Jeugdkliniek Ithaka,ABT,Fachplanung,Fachplanung.,Einzelfall / Vorhaben,actor_project_edge,ready,Houtconstructeur - ABT en Adviesbureau Lüning ontwierpen samen de hergebruikte houten draagconstructie voor de Emergis-kliniek.,https://luning.nl/projecten/zorgkliniek-emergis-kloetinge/,
NL:K029,baseline_264,retained,NL,AKTEUR-BAUVORHABEN,Jeugdkliniek Ithaka,Rijkswaterstaat,Bauteillieferung,Lieferte Reuse-Bauteile.,Einzelfall / Vorhaben,actor_project_edge,ready,Het kantoor van Rijkswaterstaat in Terneuzen...is afgebroken en zoveel mogelijk materialen zijn hergebruikt voor de nieuwbouw van deze kliniek.,https://www.burobas.nl/project/emergis-ithaka-circulariteit-duurzaamheid-healing-environment-ontwerp,
NL:K031,baseline_264,retained,NL,AKTEUR-BAUVORHABEN,Jeugdkliniek Ithaka,DWT Groep,Bauausführung,Bauausführung.,Einzelfall / Vorhaben,actor_project_edge,ready,Aan DWT Groep werd gevraagd dit op te pakken.,https://demakersvanmorgen.com/ithaka-kliniek-circulair-en-energieneutraal/,
NL:K032,baseline_264,retained,NL,AKTEUR-BAUVORHABEN,Liander,Alliander / Liander,Bauherrschaft,Bauherrschaft.,Einzelfall / Vorhaben,actor_project_edge,ready,Client: Alliander - VolkerWessels,https://www.rau.eu/portfolio/liander/,
