claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
A06B-rel-0059,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199656,dirk_e_hebel,2hs,VERBUNDEN_MIT_AKTEUR,actor-network link dirk_e_hebel -> 2hs (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of 2hs->dirk_e_hebel; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0060,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570152,dirk_e_hebel,circular_construction_lab,VERBUNDEN_MIT_AKTEUR,actor-network link dirk_e_hebel -> circular_construction_lab (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of circular_construction_lab->dirk_e_hebel; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0061,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514408,dirk_e_hebel,kit,VERBUNDEN_MIT_AKTEUR,actor-network link dirk_e_hebel -> kit (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ESCALATE_HUMAN,06b,LOW-QUALITY/STUB endpoint id; unsourced; bidirectional pair with kit->dirk_e_hebel (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0062,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514225,duncan_baker_brown,bakerbrown,VERBUNDEN_MIT_AKTEUR,actor-network link duncan_baker_brown -> bakerbrown (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0063,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514165,eike_roswag_klinge,Natural_Building_Lab,VERBUNDEN_MIT_AKTEUR,actor-network link eike_roswag_klinge -> Natural_Building_Lab (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0064,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199413,eike_roswag_klinge,ZRS_Architekten_Ingenieure,VERBUNDEN_MIT_AKTEUR,actor-network link eike_roswag_klinge -> ZRS_Architekten_Ingenieure (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0065,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199546,encore_heureux,julien_choppin,VERBUNDEN_MIT_AKTEUR,actor-network link encore_heureux -> julien_choppin (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with julien_choppin->encore_heureux (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0066,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884794,encore_heureux,nicola_delon,VERBUNDEN_MIT_AKTEUR,actor-network link encore_heureux -> nicola_delon (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with nicola_delon->encore_heureux (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0067,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514342,epfl,corentin_fivet,VERBUNDEN_MIT_AKTEUR,actor-network link epfl -> corentin_fivet (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of corentin_fivet->epfl; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0068,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514444,eva_stricker,zhaw,VERBUNDEN_MIT_AKTEUR,actor-network link eva_stricker -> zhaw (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with zhaw->eva_stricker (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0069,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514216,fabian_sauser,bischof_foehn_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link fabian_sauser -> bischof_foehn_architektur (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0070,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514438,fabio_gramazio,gramazio_kohler_research,VERBUNDEN_MIT_AKTEUR,actor-network link fabio_gramazio -> gramazio_kohler_research (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with gramazio_kohler_research->fabio_gramazio (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0071,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199838,felix_dillmann,nomol,VERBUNDEN_MIT_AKTEUR,actor-network link felix_dillmann -> nomol (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with nomol->felix_dillmann (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0072,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514590,felix_dillmann,re_win,VERBUNDEN_MIT_AKTEUR,actor-network link felix_dillmann -> re_win (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with re_win->felix_dillmann (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0073,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514412,felix_heisel,circular_construction_lab,VERBUNDEN_MIT_AKTEUR,actor-network link felix_heisel -> circular_construction_lab (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of circular_construction_lab->felix_heisel; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0074,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514229,frederic_denise,archipel_zero,VERBUNDEN_MIT_AKTEUR,actor-network link frederic_denise -> archipel_zero (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0075,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6933404876034540261,frederic_denise,bellastock,VERBUNDEN_MIT_AKTEUR,actor-network link frederic_denise -> bellastock (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0076,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304513730,gain,Lendager,VERBUNDEN_MIT_AKTEUR,actor-network link gain -> Lendager (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0077,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304507922,gardiner_and_theobald,akt_ii,VERBUNDEN_MIT_AKTEUR,actor-network link gardiner_and_theobald -> akt_ii (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0078,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931878418,gardiner_and_theobald,cantillon,VERBUNDEN_MIT_AKTEUR,actor-network link gardiner_and_theobald -> cantillon (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0079,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118193170,gardiner_and_theobald,cleveland_steel_tubes,VERBUNDEN_MIT_AKTEUR,actor-network link gardiner_and_theobald -> cleveland_steel_tubes (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0080,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514446,georg_hubmann,circular_material_systems,VERBUNDEN_MIT_AKTEUR,actor-network link georg_hubmann -> circular_material_systems (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of circular_material_systems->georg_hubmann; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0081,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884927,gramazio_kohler_research,fabio_gramazio,VERBUNDEN_MIT_AKTEUR,actor-network link gramazio_kohler_research -> fabio_gramazio (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of fabio_gramazio->gramazio_kohler_research; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0082,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570175,gramazio_kohler_research,matthias_kohler,VERBUNDEN_MIT_AKTEUR,actor-network link gramazio_kohler_research -> matthias_kohler (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with matthias_kohler->gramazio_kohler_research (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0083,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199449,grand_huit,julia_turpin,VERBUNDEN_MIT_AKTEUR,actor-network link grand_huit -> julia_turpin (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with julia_turpin->grand_huit (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0084,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570134,gruner_ag,nicole_daehn,VERBUNDEN_MIT_AKTEUR,actor-network link gruner_ag -> nicole_daehn (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with nicole_daehn->gruner_ag (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0085,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884886,gruner_ag,ullrich_dickgiesser,VERBUNDEN_MIT_AKTEUR,actor-network link gruner_ag -> ullrich_dickgiesser (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with ullrich_dickgiesser->gruner_ag (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0086,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514449,guido_brandi,zhaw,VERBUNDEN_MIT_AKTEUR,actor-network link guido_brandi -> zhaw (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with zhaw->guido_brandi (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0087,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514581,gxn,3xn,VERBUNDEN_MIT_AKTEUR,actor-network link gxn -> 3xn (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of 3xn->gxn; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0088,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931885077,gxn,vandkunsten,VERBUNDEN_MIT_AKTEUR,actor-network link gxn -> vandkunsten (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ESCALATE_HUMAN,06b,LOW-QUALITY/STUB endpoint id; unsourced; bidirectional pair with vandkunsten->gxn (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0089,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884972,harvestmap,andrea_kessler,VERBUNDEN_MIT_AKTEUR,actor-network link harvestmap -> andrea_kessler (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of andrea_kessler->harvestmap; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0090,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570220,harvestmap,peter_kneidinger,VERBUNDEN_MIT_AKTEUR,actor-network link harvestmap -> peter_kneidinger (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with peter_kneidinger->harvestmap (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0091,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514305,hester_van_dijk,overtreders_w,VERBUNDEN_MIT_AKTEUR,actor-network link hester_van_dijk -> overtreders_w (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with overtreders_w->hester_van_dijk (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0092,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304513126,heyne_tillett_steel,cleveland_steel_tubes,VERBUNDEN_MIT_AKTEUR,actor-network link heyne_tillett_steel -> cleveland_steel_tubes (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0093,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199342,htwg_konstanz,thomas_stark,VERBUNDEN_MIT_AKTEUR,actor-network link htwg_konstanz -> thomas_stark (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0094,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514278,jan_haerens,ouest_architecture,VERBUNDEN_MIT_AKTEUR,actor-network link jan_haerens -> ouest_architecture (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0095,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514116,jan_jongert,Superuse_Studios,VERBUNDEN_MIT_AKTEUR,actor-network link jan_jongert -> Superuse_Studios (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0096,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514178,jeroen_bergsma,Superuse_Studios,VERBUNDEN_MIT_AKTEUR,actor-network link jeroen_bergsma -> Superuse_Studios (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0097,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304512699,jinhee_park,paul_pedini,VERBUNDEN_MIT_AKTEUR,actor-network link jinhee_park -> paul_pedini (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0098,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304512698,john_hong,jinhee_park,VERBUNDEN_MIT_AKTEUR,actor-network link john_hong -> jinhee_park (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0099,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118197946,john_hong,paul_pedini,VERBUNDEN_MIT_AKTEUR,actor-network link john_hong -> paul_pedini (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0100,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514629,julia_krafft,zirkulaar_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link julia_krafft -> zirkulaar_architektur (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with zirkulaar_architektur->julia_krafft (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0101,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514308,julia_turpin,grand_huit,VERBUNDEN_MIT_AKTEUR,actor-network link julia_turpin -> grand_huit (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of grand_huit->julia_turpin; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0102,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514329,julien_choppin,encore_heureux,VERBUNDEN_MIT_AKTEUR,actor-network link julien_choppin -> encore_heureux (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of encore_heureux->julien_choppin; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0103,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514234,katharina_raabe,hft_stuttgart,VERBUNDEN_MIT_AKTEUR,actor-network link katharina_raabe -> hft_stuttgart (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0104,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199482,katharina_raabe,klingelhoefer_kroetsch,VERBUNDEN_MIT_AKTEUR,actor-network link katharina_raabe -> klingelhoefer_kroetsch (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0105,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514286,katrine_west_kristensen,vandkunsten,VERBUNDEN_MIT_AKTEUR,actor-network link katrine_west_kristensen -> vandkunsten (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0106,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514416,kevin_straub,pirmin_jung_schweiz_ag,VERBUNDEN_MIT_AKTEUR,actor-network link kevin_straub -> pirmin_jung_schweiz_ag (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with pirmin_jung_schweiz_ag->kevin_straub (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0107,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514311,kim_le_roux,lxsy_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link kim_le_roux -> lxsy_architektur (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with lxsy_architektur->kim_le_roux (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0108,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514391,kit,2hs,VERBUNDEN_MIT_AKTEUR,actor-network link kit -> 2hs (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of 2hs->kit; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0109,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884887,kit,dirk_e_hebel,VERBUNDEN_MIT_AKTEUR,actor-network link kit -> dirk_e_hebel (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of dirk_e_hebel->kit; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0110,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514631,lucas_klinkenbusch,zirkulaar_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link lucas_klinkenbusch -> zirkulaar_architektur (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with zirkulaar_architektur->lucas_klinkenbusch (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0111,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199543,lxsy_architektur,kim_le_roux,VERBUNDEN_MIT_AKTEUR,actor-network link lxsy_architektur -> kim_le_roux (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of kim_le_roux->lxsy_architektur; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0112,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884791,lxsy_architektur,margit_sichrovsky,VERBUNDEN_MIT_AKTEUR,actor-network link lxsy_architektur -> margit_sichrovsky (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with margit_sichrovsky->lxsy_architektur (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0113,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570039,lxsy_architektur,wiebke_ahues,VERBUNDEN_MIT_AKTEUR,actor-network link lxsy_architektur -> wiebke_ahues (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with wiebke_ahues->lxsy_architektur (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0114,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514601,madlen_kobi,urban_bricolage,VERBUNDEN_MIT_AKTEUR,actor-network link madlen_kobi -> urban_bricolage (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with urban_bricolage->madlen_kobi (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0115,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514238,marc_loeliger,loeliger_strub,VERBUNDEN_MIT_AKTEUR,actor-network link marc_loeliger -> loeliger_strub (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0116,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514508,marcel_raymaekers,salvage_architecture,VERBUNDEN_MIT_AKTEUR,actor-network link marcel_raymaekers -> salvage_architecture (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with salvage_architecture->marcel_raymaekers (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0117,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514170,marco_graber,graber_pulver,VERBUNDEN_MIT_AKTEUR,actor-network link marco_graber -> graber_pulver (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
A06B-rel-0118,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514315,margit_sichrovsky,lxsy_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link margit_sichrovsky -> lxsy_architektur (no evidence_url/source_url on edge),none,,false,,SCHEMA_VIOLATION,0.0,,MERGE_DUPLICATE,06b,bidirectional duplicate of lxsy_architektur->margit_sichrovsky; collapse to one canonical direction (Agent 14 dedup class)
A06B-rel-0119,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199759,markus_meissner,oekologie_institut,VERBUNDEN_MIT_AKTEUR,actor-network link markus_meissner -> oekologie_institut (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,unsourced; bidirectional pair with oekologie_institut->markus_meissner (that reverse = MERGE_DUPLICATE). Needs a source naming both endpoints before KEEP
A06B-rel-0120,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884971,materialnomaden,andrea_kessler,VERBUNDEN_MIT_AKTEUR,actor-network link materialnomaden -> andrea_kessler (no evidence_url/source_url on edge),none,,false,,MISSING_EVIDENCE,0.0,,ADD_SOURCE,06b,"legacy untagged edge, zero on-graph evidence (no evidence_url/source_url). Needs a fetched source naming both endpoints; until then unproven"
