claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP02-rel-00379,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864311,lxsy_architektur,at_unternehmen,HAT_AKTEURTYP,lxsy_architektur —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864311
EP02-rel-00380,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864478,maarten_gielen,at_person,HAT_AKTEURTYP,maarten_gielen —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864478
EP02-rel-00381,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863618,mace,at_unternehmen,HAT_AKTEURTYP,mace —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863618
EP02-rel-00382,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863265,mad_arkitekter,at_unternehmen,HAT_AKTEURTYP,mad_arkitekter —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863265
EP02-rel-00383,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864636,madaster,at_software_tool_anbieter,HAT_AKTEURTYP,madaster —[HAT_AKTEURTYP]→ at_software_tool_anbieter (classifies subject as Akteurtyp vocab node at_software_tool_anbieter),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864636
EP02-rel-00384,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155276658513549884,madaster,at_unternehmen,HAT_AKTEURTYP,madaster —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155276658513549884
EP02-rel-00385,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863327,madaster_context,at_software_tool_anbieter,HAT_AKTEURTYP,madaster_context —[HAT_AKTEURTYP]→ at_software_tool_anbieter (classifies subject as Akteurtyp vocab node at_software_tool_anbieter),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863327
EP02-rel-00386,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919884181547782513,madaster_epea,at_software_tool_anbieter,HAT_AKTEURTYP,madaster_epea —[HAT_AKTEURTYP]→ at_software_tool_anbieter (classifies subject as Akteurtyp vocab node at_software_tool_anbieter),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919884181547782513
EP02-rel-00387,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864617,madlen_kobi,at_person,HAT_AKTEURTYP,madlen_kobi —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864617
EP02-rel-00388,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699858608,magna_glaskeramik,at_unternehmen,HAT_AKTEURTYP,magna_glaskeramik —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699858608
EP02-rel-00389,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863388,maison_dna_private_owner,at_person,HAT_AKTEURTYP,maison_dna_private_owner —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863388
EP02-rel-00390,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863399,maison_vignette_private_owner,at_person,HAT_AKTEURTYP,maison_vignette_private_owner —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863399
EP02-rel-00391,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699862760,mamout_architectes,at_unternehmen,HAT_AKTEURTYP,mamout_architectes —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699862760
EP02-rel-00392,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863232,manoa_landschaftsarchitekten,at_unternehmen,HAT_AKTEURTYP,manoa_landschaftsarchitekten —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863232
EP02-rel-00393,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864144,marc_angst,at_person,HAT_AKTEURTYP,marc_angst —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864144
EP02-rel-00394,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864254,marc_loeliger,at_person,HAT_AKTEURTYP,marc_loeliger —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864254
EP02-rel-00395,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864524,marcel_raymaekers,at_person,HAT_AKTEURTYP,marcel_raymaekers —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864524
EP02-rel-00396,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864186,marco_graber,at_person,HAT_AKTEURTYP,marco_graber —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864186
EP02-rel-00397,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864331,margit_sichrovsky,at_person,HAT_AKTEURTYP,margit_sichrovsky —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864331
EP02-rel-00398,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699858612,mario_monotti,at_person,HAT_AKTEURTYP,mario_monotti —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699858612
EP02-rel-00399,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863054,mark_young_construction,at_unternehmen,HAT_AKTEURTYP,mark_young_construction —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863054
EP02-rel-00400,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864527,markus_meissner,at_person,HAT_AKTEURTYP,markus_meissner —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864527
EP02-rel-00401,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864258,martin_zeller,at_person,HAT_AKTEURTYP,martin_zeller —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864258
EP02-rel-00402,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699897451,material_index,at_materialhub_bauteilboerse,HAT_AKTEURTYP,material_index —[HAT_AKTEURTYP]→ at_materialhub_bauteilboerse (classifies subject as Akteurtyp vocab node at_materialhub_bauteilboerse),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699897451
EP02-rel-00403,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155276658513582700,material_reuse_portal,at_software_tool_anbieter,HAT_AKTEURTYP,material_reuse_portal —[HAT_AKTEURTYP]→ at_software_tool_anbieter (classifies subject as Akteurtyp vocab node at_software_tool_anbieter),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155276658513582700
EP02-rel-00404,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699897453,materialenbank_leuven_atelier_circuler,at_materialhub_bauteilboerse,HAT_AKTEURTYP,materialenbank_leuven_atelier_circuler —[HAT_AKTEURTYP]→ at_materialhub_bauteilboerse (classifies subject as Akteurtyp vocab node at_materialhub_bauteilboerse),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699897453
EP02-rel-00405,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155276658513549739,materialnomaden,at_unternehmen,HAT_AKTEURTYP,materialnomaden —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155276658513549739
EP02-rel-00406,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699897454,materialrest24,at_materialhub_bauteilboerse,HAT_AKTEURTYP,materialrest24 —[HAT_AKTEURTYP]→ at_materialhub_bauteilboerse (classifies subject as Akteurtyp vocab node at_materialhub_bauteilboerse),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699897454
EP02-rel-00407,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864551,materiuum,at_materialhub_bauteilboerse,HAT_AKTEURTYP,materiuum —[HAT_AKTEURTYP]→ at_materialhub_bauteilboerse (classifies subject as Akteurtyp vocab node at_materialhub_bauteilboerse),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864551
EP02-rel-00408,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699892757,materiuum_geneve_ressourcerie,at_materialhub_bauteilboerse,HAT_AKTEURTYP,materiuum_geneve_ressourcerie —[HAT_AKTEURTYP]→ at_materialhub_bauteilboerse (classifies subject as Akteurtyp vocab node at_materialhub_bauteilboerse),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699892757
EP02-rel-00409,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863878,matriciel,at_unternehmen,HAT_AKTEURTYP,matriciel —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863878
EP02-rel-00410,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864261,matthew_crabbe,at_person,HAT_AKTEURTYP,matthew_crabbe —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864261
EP02-rel-00411,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864457,matthias_kohler,at_person,HAT_AKTEURTYP,matthias_kohler —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864457
EP02-rel-00412,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864560,matthias_neitsch,at_person,HAT_AKTEURTYP,matthias_neitsch —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864560
EP02-rel-00413,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863654,maurer_united,at_unternehmen,HAT_AKTEURTYP,maurer_united —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863654
EP02-rel-00414,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864268,maximilian_stemmler,at_person,HAT_AKTEURTYP,maximilian_stemmler —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699864268
EP02-rel-00415,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863166,mclaren_construction,at_unternehmen,HAT_AKTEURTYP,mclaren_construction —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863166
EP02-rel-00416,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863092,mears_group,at_unternehmen,HAT_AKTEURTYP,mears_group —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863092
EP02-rel-00417,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699858507,meduni_wien,at_forschung_lehre,HAT_AKTEURTYP,meduni_wien —[HAT_AKTEURTYP]→ at_forschung_lehre (classifies subject as Akteurtyp vocab node at_forschung_lehre),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699858507
EP02-rel-00418,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863306,meili_partner,at_unternehmen,HAT_AKTEURTYP,meili_partner —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863306
EP02-rel-00419,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699862810,meinhard_von_gerkan,at_person,HAT_AKTEURTYP,meinhard_von_gerkan —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699862810
EP02-rel-00420,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699862934,melanie_devret,at_person,HAT_AKTEURTYP,melanie_devret —[HAT_AKTEURTYP]→ at_person (classifies subject as Akteurtyp vocab node at_person),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699862934
EP02-rel-00421,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863578,metabolisme_urbain,at_organisation,HAT_AKTEURTYP,metabolisme_urbain —[HAT_AKTEURTYP]→ at_organisation (classifies subject as Akteurtyp vocab node at_organisation),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863578
EP02-rel-00422,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863338,metso_oyj,at_unternehmen,HAT_AKTEURTYP,metso_oyj —[HAT_AKTEURTYP]→ at_unternehmen (classifies subject as Akteurtyp vocab node at_unternehmen),contract,get-schema + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"edge HAT_AKTEURTYP: domain :Akteur valid, range :Akteurtyp valid; endpoints ['Akteur'] -> ['Akteurtyp']",KEEP,EP-02,,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699863338
