claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
EP01-rel-00183,rel,r_baumatpool_ch__HAT_AKTEURROLLE__ar_materialbroker,baumatpool_ch,ar_materialbroker,HAT_AKTEURROLLE,Baumatpool.ch (baumatpool_ch) has actor role Materialbroker / Reuse-Marketplace-Betreiber (ar_materialbroker),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (baumatpool_ch)-[:HAT_AKTEURROLLE]->(ar_materialbroker:Akteurrolle name='Materialbroker / Reuse-Marketplace-Betreiber'); live range :Akteurrolle (seed drift: not in seed file)",KEEP,EP-01,domain=Akteur; range=Akteurrolle; seed drift: ar_materialbroker not in controlled_vocabulary.seed.kg.jsonl,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188248300,rel
EP01-rel-00184,rel,r_baumatpool_ch__HAT_AKTEURROLLE__ar_materiallieferung_markt,baumatpool_ch,ar_materiallieferung_markt,HAT_AKTEURROLLE,Baumatpool.ch (baumatpool_ch) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (baumatpool_ch)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815618796,rel
EP01-rel-00185,rel,r_baumatpool_ch__HAT_AKTEURROLLE__ar_software_digitalisierung,baumatpool_ch,ar_software_digitalisierung,HAT_AKTEURROLLE,Baumatpool.ch (baumatpool_ch) has actor role Software_Digitalisierung (ar_software_digitalisierung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (baumatpool_ch)-[:HAT_AKTEURROLLE]->(ar_software_digitalisierung:Akteurrolle name='Software_Digitalisierung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001933548,rel
EP01-rel-00186,rel,r_bauteilboerse_basel_overall__HAT_AKTEURROLLE__ar_materialbroker,bauteilboerse_basel_overall,ar_materialbroker,HAT_AKTEURROLLE,Bauteilbörse Basel (bauteilboerse_basel_overall) has actor role Materialbroker / Reuse-Marketplace-Betreiber (ar_materialbroker),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilboerse_basel_overall)-[:HAT_AKTEURROLLE]->(ar_materialbroker:Akteurrolle name='Materialbroker / Reuse-Marketplace-Betreiber'); live range :Akteurrolle (seed drift: not in seed file)",KEEP,EP-01,domain=Akteur; range=Akteurrolle; seed drift: ar_materialbroker not in controlled_vocabulary.seed.kg.jsonl,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188264977,rel
EP01-rel-00187,rel,r_bauteilboerse_basel_overall__HAT_AKTEURROLLE__ar_materiallieferung_markt,bauteilboerse_basel_overall,ar_materiallieferung_markt,HAT_AKTEURROLLE,Bauteilbörse Basel (bauteilboerse_basel_overall) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilboerse_basel_overall)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001950225,rel
EP01-rel-00188,rel,r_bauteilboerse_basel_overall__HAT_AKTEURROLLE__ar_software_digitalisierung,bauteilboerse_basel_overall,ar_software_digitalisierung,HAT_AKTEURROLLE,Bauteilbörse Basel (bauteilboerse_basel_overall) has actor role Software_Digitalisierung (ar_software_digitalisierung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilboerse_basel_overall)-[:HAT_AKTEURROLLE]->(ar_software_digitalisierung:Akteurrolle name='Software_Digitalisierung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815635473,rel
EP01-rel-00189,rel,r_bauteilboerse_bremen__HAT_AKTEURROLLE__ar_aufbereitung_refurbishment,bauteilboerse_bremen,ar_aufbereitung_refurbishment,HAT_AKTEURROLLE,Bauteilbörse Bremen (bauteilboerse_bremen) has actor role Aufbereitung_Refurbishment (ar_aufbereitung_refurbishment),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilboerse_bremen)-[:HAT_AKTEURROLLE]->(ar_aufbereitung_refurbishment:Akteurrolle name='Aufbereitung_Refurbishment'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:3159,rel
EP01-rel-00190,rel,r_bauteilboerse_bremen__HAT_AKTEURROLLE__ar_bildung_wissenstransfer,bauteilboerse_bremen,ar_bildung_wissenstransfer,HAT_AKTEURROLLE,Bauteilbörse Bremen (bauteilboerse_bremen) has actor role Bildung_Wissenstransfer (ar_bildung_wissenstransfer),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilboerse_bremen)-[:HAT_AKTEURROLLE]->(ar_bildung_wissenstransfer:Akteurrolle name='Bildung_Wissenstransfer'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815607269,rel
EP01-rel-00191,rel,r_bauteilboerse_bremen__HAT_AKTEURROLLE__ar_materialbroker,bauteilboerse_bremen,ar_materialbroker,HAT_AKTEURROLLE,Bauteilbörse Bremen (bauteilboerse_bremen) has actor role Materialbroker / Reuse-Marketplace-Betreiber (ar_materialbroker),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilboerse_bremen)-[:HAT_AKTEURROLLE]->(ar_materialbroker:Akteurrolle name='Materialbroker / Reuse-Marketplace-Betreiber'); live range :Akteurrolle (seed drift: not in seed file)",KEEP,EP-01,domain=Akteur; range=Akteurrolle; seed drift: ar_materialbroker not in controlled_vocabulary.seed.kg.jsonl,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:3301,rel
EP01-rel-00192,rel,r_bauteilboerse_bremen__HAT_AKTEURROLLE__ar_materiallieferung_markt,bauteilboerse_bremen,ar_materiallieferung_markt,HAT_AKTEURROLLE,Bauteilbörse Bremen (bauteilboerse_bremen) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilboerse_bremen)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236773,rel
EP01-rel-00193,rel,r_bauteilboerse_bremen__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,bauteilboerse_bremen,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Bauteilbörse Bremen (bauteilboerse_bremen) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilboerse_bremen)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159779158629292517,rel
EP01-rel-00194,rel,r_bauteilboerse_bremen__HAT_AKTEURROLLE__ar_rueckbau_bauteilernte_logistik,bauteilboerse_bremen,ar_rueckbau_bauteilernte_logistik,HAT_AKTEURROLLE,Bauteilbörse Bremen (bauteilboerse_bremen) has actor role Rueckbau_Bauteilernte_Logistik (ar_rueckbau_bauteilernte_logistik),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilboerse_bremen)-[:HAT_AKTEURROLLE]->(ar_rueckbau_bauteilernte_logistik:Akteurrolle name='Rueckbau_Bauteilernte_Logistik'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:3302,rel
EP01-rel-00195,rel,r_bauteilboerse_bremen__HAT_AKTEURROLLE__ar_software_digitalisierung,bauteilboerse_bremen,ar_software_digitalisierung,HAT_AKTEURROLLE,Bauteilbörse Bremen (bauteilboerse_bremen) has actor role Software_Digitalisierung (ar_software_digitalisierung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilboerse_bremen)-[:HAT_AKTEURROLLE]->(ar_software_digitalisierung:Akteurrolle name='Software_Digitalisierung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926638481477212175,rel
EP01-rel-00196,rel,r_bauteilkatalog_immobilien_basel_stadt__HAT_AKTEURROLLE__ar_aufbereitung_refurbishment,bauteilkatalog_immobilien_basel_stadt,ar_aufbereitung_refurbishment,HAT_AKTEURROLLE,Bauteilkatalog Immobilien Basel-Stadt (bauteilkatalog_immobilien_basel_stadt) has actor role Aufbereitung_Refurbishment (ar_aufbereitung_refurbishment),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilkatalog_immobilien_basel_stadt)-[:HAT_AKTEURROLLE]->(ar_aufbereitung_refurbishment:Akteurrolle name='Aufbereitung_Refurbishment'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166534558070342526,rel
EP01-rel-00197,rel,r_bauteilkatalog_immobilien_basel_stadt__HAT_AKTEURROLLE__ar_forschung_dokumentation,bauteilkatalog_immobilien_basel_stadt,ar_forschung_dokumentation,HAT_AKTEURROLLE,Bauteilkatalog Immobilien Basel-Stadt (bauteilkatalog_immobilien_basel_stadt) has actor role Forschung_Dokumentation (ar_forschung_dokumentation),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilkatalog_immobilien_basel_stadt)-[:HAT_AKTEURROLLE]->(ar_forschung_dokumentation:Akteurrolle name='Forschung_Dokumentation'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164282758256657278,rel
EP01-rel-00198,rel,r_bauteilkatalog_immobilien_basel_stadt__HAT_AKTEURROLLE__ar_materialbroker,bauteilkatalog_immobilien_basel_stadt,ar_materialbroker,HAT_AKTEURROLLE,Bauteilkatalog Immobilien Basel-Stadt (bauteilkatalog_immobilien_basel_stadt) has actor role Materialbroker / Reuse-Marketplace-Betreiber (ar_materialbroker),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilkatalog_immobilien_basel_stadt)-[:HAT_AKTEURROLLE]->(ar_materialbroker:Akteurrolle name='Materialbroker / Reuse-Marketplace-Betreiber'); live range :Akteurrolle (seed drift: not in seed file)",KEEP,EP-01,domain=Akteur; range=Akteurrolle; seed drift: ar_materialbroker not in controlled_vocabulary.seed.kg.jsonl,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188231038,rel
EP01-rel-00199,rel,r_bauteilkatalog_immobilien_basel_stadt__HAT_AKTEURROLLE__ar_materiallieferung_markt,bauteilkatalog_immobilien_basel_stadt,ar_materiallieferung_markt,HAT_AKTEURROLLE,Bauteilkatalog Immobilien Basel-Stadt (bauteilkatalog_immobilien_basel_stadt) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilkatalog_immobilien_basel_stadt)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001916286,rel
EP01-rel-00200,rel,r_bauteilkatalog_immobilien_basel_stadt__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,bauteilkatalog_immobilien_basel_stadt,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Bauteilkatalog Immobilien Basel-Stadt (bauteilkatalog_immobilien_basel_stadt) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilkatalog_immobilien_basel_stadt)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162030958442972030,rel
EP01-rel-00201,rel,r_bauteilkatalog_immobilien_basel_stadt__HAT_AKTEURROLLE__ar_rueckbau_bauteilernte_logistik,bauteilkatalog_immobilien_basel_stadt,ar_rueckbau_bauteilernte_logistik,HAT_AKTEURROLLE,Bauteilkatalog Immobilien Basel-Stadt (bauteilkatalog_immobilien_basel_stadt) has actor role Rueckbau_Bauteilernte_Logistik (ar_rueckbau_bauteilernte_logistik),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilkatalog_immobilien_basel_stadt)-[:HAT_AKTEURROLLE]->(ar_rueckbau_bauteilernte_logistik:Akteurrolle name='Rueckbau_Bauteilernte_Logistik'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159779158629286782,rel
EP01-rel-00202,rel,r_bauteilkatalog_immobilien_basel_stadt__HAT_AKTEURROLLE__ar_software_digitalisierung,bauteilkatalog_immobilien_basel_stadt,ar_software_digitalisierung,HAT_AKTEURROLLE,Bauteilkatalog Immobilien Basel-Stadt (bauteilkatalog_immobilien_basel_stadt) has actor role Software_Digitalisierung (ar_software_digitalisierung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilkatalog_immobilien_basel_stadt)-[:HAT_AKTEURROLLE]->(ar_software_digitalisierung:Akteurrolle name='Software_Digitalisierung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815601534,rel
EP01-rel-00203,rel,r_bauteilladen_winterthur__HAT_AKTEURROLLE__ar_materialbroker,bauteilladen_winterthur,ar_materialbroker,HAT_AKTEURROLLE,Bauteilladen Winterthur (bauteilladen_winterthur) has actor role Materialbroker / Reuse-Marketplace-Betreiber (ar_materialbroker),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilladen_winterthur)-[:HAT_AKTEURROLLE]->(ar_materialbroker:Akteurrolle name='Materialbroker / Reuse-Marketplace-Betreiber'); live range :Akteurrolle (seed drift: not in seed file)",KEEP,EP-01,domain=Akteur; range=Akteurrolle; seed drift: ar_materialbroker not in controlled_vocabulary.seed.kg.jsonl,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001920457,rel
EP01-rel-00204,rel,r_bauteilladen_winterthur__HAT_AKTEURROLLE__ar_materiallieferung_markt,bauteilladen_winterthur,ar_materiallieferung_markt,HAT_AKTEURROLLE,Bauteilladen Winterthur (bauteilladen_winterthur) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilladen_winterthur)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6944652879986694154,rel
EP01-rel-00205,rel,r_bauteilladen_winterthur__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,bauteilladen_winterthur,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Bauteilladen Winterthur (bauteilladen_winterthur) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilladen_winterthur)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159779158629290953,rel
EP01-rel-00206,rel,r_bauteilladen_winterthur__HAT_AKTEURROLLE__ar_software_digitalisierung,bauteilladen_winterthur,ar_software_digitalisierung,HAT_AKTEURROLLE,Bauteilladen Winterthur (bauteilladen_winterthur) has actor role Software_Digitalisierung (ar_software_digitalisierung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilladen_winterthur)-[:HAT_AKTEURROLLE]->(ar_software_digitalisierung:Akteurrolle name='Software_Digitalisierung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815605705,rel
EP01-rel-00207,rel,r_bauteilnetz_deutschland__HAT_AKTEURROLLE__ar_bildung_wissenstransfer,bauteilnetz_deutschland,ar_bildung_wissenstransfer,HAT_AKTEURROLLE,bauteilnetz Deutschland (bauteilnetz_deutschland) has actor role Bildung_Wissenstransfer (ar_bildung_wissenstransfer),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilnetz_deutschland)-[:HAT_AKTEURROLLE]->(ar_bildung_wissenstransfer:Akteurrolle name='Bildung_Wissenstransfer'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001922022,rel
EP01-rel-00208,rel,r_bauteilnetz_deutschland__HAT_AKTEURROLLE__ar_forschung_dokumentation,bauteilnetz_deutschland,ar_forschung_dokumentation,HAT_AKTEURROLLE,bauteilnetz Deutschland (bauteilnetz_deutschland) has actor role Forschung_Dokumentation (ar_forschung_dokumentation),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilnetz_deutschland)-[:HAT_AKTEURROLLE]->(ar_forschung_dokumentation:Akteurrolle name='Forschung_Dokumentation'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:3158,rel
EP01-rel-00209,rel,r_bauteilnetz_deutschland__HAT_AKTEURROLLE__ar_materialbroker,bauteilnetz_deutschland,ar_materialbroker,HAT_AKTEURROLLE,bauteilnetz Deutschland (bauteilnetz_deutschland) has actor role Materialbroker / Reuse-Marketplace-Betreiber (ar_materialbroker),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilnetz_deutschland)-[:HAT_AKTEURROLLE]->(ar_materialbroker:Akteurrolle name='Materialbroker / Reuse-Marketplace-Betreiber'); live range :Akteurrolle (seed drift: not in seed file)",KEEP,EP-01,domain=Akteur; range=Akteurrolle; seed drift: ar_materialbroker not in controlled_vocabulary.seed.kg.jsonl,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:2898,rel
EP01-rel-00210,rel,r_bauteilnetz_deutschland__HAT_AKTEURROLLE__ar_materiallieferung_markt,bauteilnetz_deutschland,ar_materiallieferung_markt,HAT_AKTEURROLLE,bauteilnetz Deutschland (bauteilnetz_deutschland) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilnetz_deutschland)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236774,rel
EP01-rel-00211,rel,r_bauteilnetz_deutschland__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,bauteilnetz_deutschland,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,bauteilnetz Deutschland (bauteilnetz_deutschland) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilnetz_deutschland)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815607270,rel
EP01-rel-00212,rel,r_bauteilverwertung_koeppel_klein__HAT_AKTEURROLLE__ar_aufbereitung_refurbishment,bauteilverwertung_koeppel_klein,ar_aufbereitung_refurbishment,HAT_AKTEURROLLE,Bauteilverwertung Köppel & Klein (bauteilverwertung_koeppel_klein) has actor role Aufbereitung_Refurbishment (ar_aufbereitung_refurbishment),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (bauteilverwertung_koeppel_klein)-[:HAT_AKTEURROLLE]->(ar_aufbereitung_refurbishment:Akteurrolle name='Aufbereitung_Refurbishment'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815635481,rel
