claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP06-rel-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6935629188057531069,bg_aluminium_profile_multi_facade_h_profiles,av_remanufacturing_und_upcycling,HAT_AUFBEREITUNG,bg_aluminium_profile_multi_facade_h_profiles (Bauteilgruppe) requires preparation av_remanufacturing_und_upcycling (Remanufacturing_und_Upcycling),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_aluminium_profile_multi_facade_h_profiles -[HAT_AUFBEREITUNG]-> av_remanufacturing_und_upcycling; domain :Bauteilgruppe; range :Aufbereitungsverfahren (Remanufacturing_und_Upcycling),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6935629188057531069
EP06-rel-0328,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6971731652355556077,bg_holz_mehrere_boschgaard_dachspanten,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_mehrere_boschgaard_dachspanten (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_boschgaard_dachspanten -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6971731652355556077
EP06-rel-0329,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6973983452169241325,bg_holz_mehrere_boschgaard_hsb_balken_ausbau,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_mehrere_boschgaard_hsb_balken_ausbau (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_boschgaard_hsb_balken_ausbau -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6973983452169241325
EP06-rel-0330,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6989746050865038061,bg_holz_mehrere_brighton_sperrholz,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_mehrere_brighton_sperrholz (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_brighton_sperrholz -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6989746050865038061
EP06-rel-0331,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7064055444716651245,bg_holz_mehrere_chiro_surplus_roof_frame,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_mehrere_chiro_surplus_roof_frame (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_chiro_surplus_roof_frame -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7064055444716651245
EP06-rel-0332,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6976235251982926574,bg_holz_mehrere_circular_pavilion_doors_facade,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_circular_pavilion_doors_facade (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_circular_pavilion_doors_facade -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6976235251982926574
EP06-rel-0333,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6969479852541870830,bg_holz_mehrere_circular_pavilion_exhibition_panels,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_circular_pavilion_exhibition_panels (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_circular_pavilion_exhibition_panels -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6969479852541870830
EP06-rel-0334,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6973983452169241326,bg_holz_mehrere_circular_pavilion_structure,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_circular_pavilion_structure (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_circular_pavilion_structure -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6973983452169241326
EP06-rel-0335,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6982990651423982318,bg_holz_mehrere_crclr_recycled_gallery_interior,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_crclr_recycled_gallery_interior (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_crclr_recycled_gallery_interior -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6982990651423982318
EP06-rel-0336,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792874791,bg_holz_mehrere_einfachverglaste_holzfenster_resilience,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_mehrere_einfachverglaste_holzfenster_resilience (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_einfachverglaste_holzfenster_resilience -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792874791
EP06-rel-0337,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7012264049001890542,bg_holz_mehrere_elys_frame,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_elys_frame (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_elys_frame -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7012264049001890542
EP06-rel-0338,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792874800,bg_holz_mehrere_europa_restored_window_frames,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_europa_restored_window_frames (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_europa_restored_window_frames -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792874800
EP06-rel-0339,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7019019448442946286,bg_holz_mehrere_grande_halle_purlins_access_parts,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_grande_halle_purlins_access_parts (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_grande_halle_purlins_access_parts -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7019019448442946286
EP06-rel-0340,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7005508649560834798,bg_holz_mehrere_grubenstrasse_old_roof_purlins,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_grubenstrasse_old_roof_purlins (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_grubenstrasse_old_roof_purlins -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7005508649560834798
EP06-rel-0341,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6994249650492408558,bg_holz_mehrere_impact_gallery,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_impact_gallery (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_impact_gallery -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6994249650492408558
EP06-rel-0342,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6996501450306093806,bg_holz_mehrere_impact_offcuts_phone_booths,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_impact_offcuts_phone_booths (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_impact_offcuts_phone_booths -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6996501450306093806
EP06-rel-0343,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792875141,bg_holz_mehrere_ingersheim_clt_structure,wver_modul_oder_abschnittswv,HAT_ERGEBNIS,bg_holz_mehrere_ingersheim_clt_structure (Bauteilgruppe) has reuse outcome wver_modul_oder_abschnittswv (Modul_oder_Abschnittswiederverwendung),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_ingersheim_clt_structure -[HAT_ERGEBNIS]-> wver_modul_oder_abschnittswv; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Modul_oder_Abschnittswiederverwendung),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792875141
EP06-rel-0344,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792874864,bg_holz_mehrere_ithaka_holztraeger_balken,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_mehrere_ithaka_holztraeger_balken (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_ithaka_holztraeger_balken -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792874864
EP06-rel-0345,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792874902,bg_holz_mehrere_maison_dna_new_inner_box_context,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_mehrere_maison_dna_new_inner_box_context (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_maison_dna_new_inner_box_context -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792874902
EP06-rel-0346,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6978487051796611822,bg_holz_mehrere_recyclinghaus_messebauplatten_innenausbau,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_recyclinghaus_messebauplatten_innenausbau (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_recyclinghaus_messebauplatten_innenausbau -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6978487051796611822
EP06-rel-0347,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6980738851610297070,bg_holz_mehrere_recyclinghaus_saunabank_holzleisten,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_mehrere_recyclinghaus_saunabank_holzleisten (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_recyclinghaus_saunabank_holzleisten -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6980738851610297070
EP06-rel-0348,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6964976252914500333,bg_holz_mehrere_svanen_dachbinder,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_mehrere_svanen_dachbinder (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_svanen_dachbinder -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6964976252914500333
EP06-rel-0349,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6967228052728185581,bg_holz_mehrere_svanen_sparren,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_mehrere_svanen_sparren (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_svanen_sparren -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6967228052728185581
EP06-rel-0350,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6949213654218703645,bg_holz_mehrere_thoravej_tueren_zu_tischplatten,wver_material_reprocessing,HAT_ERGEBNIS,bg_holz_mehrere_thoravej_tueren_zu_tischplatten (Bauteilgruppe) has reuse outcome wver_material_reprocessing (Material_Reprocessing),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_mehrere_thoravej_tueren_zu_tischplatten -[HAT_ERGEBNIS]-> wver_material_reprocessing; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Material_Reprocessing),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6949213654218703645
EP06-rel-0351,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6935702855336592110,bg_holz_moebel_hastings_pier_deck_furniture,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_moebel_hastings_pier_deck_furniture (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_moebel_hastings_pier_deck_furniture -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6935702855336592110
EP06-rel-0352,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6924443856268165917,bg_holz_papier_ferme_du_rail_recycled_fibre_wall_panels,wver_material_reprocessing,HAT_ERGEBNIS,bg_holz_papier_ferme_du_rail_recycled_fibre_wall_panels (Bauteilgruppe) has reuse outcome wver_material_reprocessing (Material_Reprocessing),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_papier_ferme_du_rail_recycled_fibre_wall_panels -[HAT_ERGEBNIS]-> wver_material_reprocessing; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Material_Reprocessing),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6924443856268165917
EP06-rel-0353,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928947455895536425,bg_holz_stuetze_boulder_glulam,wver_geplant_oder_gelagert,HAT_ERGEBNIS,bg_holz_stuetze_boulder_glulam (Bauteilgruppe) has reuse outcome wver_geplant_oder_gelagert (Geplant_oder_Gelagert),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_stuetze_boulder_glulam -[HAT_ERGEBNIS]-> wver_geplant_oder_gelagert; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Geplant_oder_Gelagert),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928947455895536425
EP06-rel-0354,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919940256640795421,bg_holz_tragwerk_cascadeup_glulamst_frame,wver_material_reprocessing,HAT_ERGEBNIS,bg_holz_tragwerk_cascadeup_glulamst_frame (Bauteilgruppe) has reuse outcome wver_material_reprocessing (Material_Reprocessing),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_tragwerk_cascadeup_glulamst_frame -[HAT_ERGEBNIS]-> wver_material_reprocessing; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Material_Reprocessing),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919940256640795421
EP06-rel-0355,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792875388,bg_holz_treppe_meduni_oak_handrails_candidate,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_treppe_meduni_oak_handrails_candidate (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_treppe_meduni_oak_handrails_candidate -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792875388
EP06-rel-0356,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7073062643971392237,bg_holz_tuer_chiro_external,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_tuer_chiro_external (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_tuer_chiro_external -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7073062643971392237
EP06-rel-0357,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7057300045275595501,bg_holz_tuer_grande_halle_fire,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_tuer_grande_halle_fire (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_tuer_grande_halle_fire -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7057300045275595501
EP06-rel-0358,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792875370,bg_holz_tueren_k118_uster_doors_candidate,wver_wv_gleiche_funktion,HAT_ERGEBNIS,bg_holz_tueren_k118_uster_doors_candidate (Bauteilgruppe) has reuse outcome wver_wv_gleiche_funktion (Wiederverwendung_gleiche_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_tueren_k118_uster_doors_candidate -[HAT_ERGEBNIS]-> wver_wv_gleiche_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_gleiche_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792875370
EP06-rel-0359,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792875385,bg_holz_tueren_meduni_doors_candidate,wver_geplant_oder_gelagert,HAT_ERGEBNIS,bg_holz_tueren_meduni_doors_candidate (Bauteilgruppe) has reuse outcome wver_geplant_oder_gelagert (Geplant_oder_Gelagert),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_tueren_meduni_doors_candidate -[HAT_ERGEBNIS]-> wver_geplant_oder_gelagert; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Geplant_oder_Gelagert),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153080933792875385
EP06-rel-0360,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6944710054591333102,bg_holz_wand_awm_cladding_old_chairs,wver_wv_neue_funktion,HAT_ERGEBNIS,bg_holz_wand_awm_cladding_old_chairs (Bauteilgruppe) has reuse outcome wver_wv_neue_funktion (Wiederverwendung_neue_Funktion),logic,_neo4j/contracts/project_batches_v1_1 + Agent13 domain/range matrix,false,,PROVEN,belegt,live edge bg_holz_wand_awm_cladding_old_chairs -[HAT_ERGEBNIS]-> wver_wv_neue_funktion; domain :Bauteilgruppe; range :Wiederverwendungsergebnis (Wiederverwendung_neue_Funktion),KEEP,06,process-chain edge; target vocab wired (Agent13 Rule4: no orphan process vocab),element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6944710054591333102
