claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP03-0308,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141601,bg_mehrere_mehrere_crclr_wood_aluminium_windows,bt_fassade,HAT_BAUTEILTYP,bg_mehrere_mehrere_crclr_wood_aluminium_windows -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_crclr_wood_aluminium_windows -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141601
EP03-0309,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826849,bg_mehrere_mehrere_crclr_wood_aluminium_windows,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_mehrere_crclr_wood_aluminium_windows -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_crclr_wood_aluminium_windows -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826849
EP03-0310,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141627,bg_mehrere_mehrere_gjg_steel_wood_infill_structure,bt_stuetze,HAT_BAUTEILTYP,bg_mehrere_mehrere_gjg_steel_wood_infill_structure -HAT_BAUTEILTYP-> Stuetze,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_gjg_steel_wood_infill_structure -HAT_BAUTEILTYP-> bt_stuetze (Stuetze); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141627
EP03-0311,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826875,bg_mehrere_mehrere_gjg_steel_wood_infill_structure,bt_traeger,HAT_BAUTEILTYP,bg_mehrere_mehrere_gjg_steel_wood_infill_structure -HAT_BAUTEILTYP-> Traeger,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_gjg_steel_wood_infill_structure -HAT_BAUTEILTYP-> bt_traeger (Traeger); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826875
EP03-0312,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141629,bg_mehrere_mehrere_grande_halle_external_window_joinery,bt_fassade,HAT_BAUTEILTYP,bg_mehrere_mehrere_grande_halle_external_window_joinery -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_grande_halle_external_window_joinery -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141629
EP03-0313,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826877,bg_mehrere_mehrere_grande_halle_external_window_joinery,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_mehrere_grande_halle_external_window_joinery -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_grande_halle_external_window_joinery -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826877
EP03-0314,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141653,bg_mehrere_mehrere_grubenstrasse_windows_doors,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_mehrere_grubenstrasse_windows_doors -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_grubenstrasse_windows_doors -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141653
EP03-0315,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826901,bg_mehrere_mehrere_grubenstrasse_windows_doors,bt_tuer,HAT_BAUTEILTYP,bg_mehrere_mehrere_grubenstrasse_windows_doors -HAT_BAUTEILTYP-> Tuer,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_grubenstrasse_windows_doors -HAT_BAUTEILTYP-> bt_tuer (Tuer); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826901
EP03-0316,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141672,bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141672
EP03-0317,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826920,bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary,bt_technik,HAT_BAUTEILTYP,bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary -HAT_BAUTEILTYP-> Technik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary -HAT_BAUTEILTYP-> bt_technik (Technik); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826920
EP03-0318,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512168,bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary,bt_tuer,HAT_BAUTEILTYP,bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary -HAT_BAUTEILTYP-> Tuer,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary -HAT_BAUTEILTYP-> bt_tuer (Tuer); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512168
EP03-0319,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141681,bg_mehrere_mehrere_ithaka_innentueren_beschlaege,bt_ausbau,HAT_BAUTEILTYP,bg_mehrere_mehrere_ithaka_innentueren_beschlaege -HAT_BAUTEILTYP-> Ausbau,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_ithaka_innentueren_beschlaege -HAT_BAUTEILTYP-> bt_ausbau (Ausbau); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141681
EP03-0320,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826929,bg_mehrere_mehrere_ithaka_innentueren_beschlaege,bt_tuer,HAT_BAUTEILTYP,bg_mehrere_mehrere_ithaka_innentueren_beschlaege -HAT_BAUTEILTYP-> Tuer,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_ithaka_innentueren_beschlaege -HAT_BAUTEILTYP-> bt_tuer (Tuer); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826929
EP03-0321,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141682,bg_mehrere_mehrere_ithaka_kozijnen_fenster,bt_fassade,HAT_BAUTEILTYP,bg_mehrere_mehrere_ithaka_kozijnen_fenster -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_ithaka_kozijnen_fenster -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141682
EP03-0322,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826930,bg_mehrere_mehrere_ithaka_kozijnen_fenster,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_mehrere_ithaka_kozijnen_fenster -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_ithaka_kozijnen_fenster -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826930
EP03-0323,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141689,bg_mehrere_mehrere_k118_floor_finishes_bricks_panels,bt_ausbau,HAT_BAUTEILTYP,bg_mehrere_mehrere_k118_floor_finishes_bricks_panels -HAT_BAUTEILTYP-> Ausbau,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_k118_floor_finishes_bricks_panels -HAT_BAUTEILTYP-> bt_ausbau (Ausbau); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141689
EP03-0324,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826937,bg_mehrere_mehrere_k118_floor_finishes_bricks_panels,bt_boden,HAT_BAUTEILTYP,bg_mehrere_mehrere_k118_floor_finishes_bricks_panels -HAT_BAUTEILTYP-> Boden,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_k118_floor_finishes_bricks_panels -HAT_BAUTEILTYP-> bt_boden (Boden); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826937
EP03-0325,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512185,bg_mehrere_mehrere_k118_floor_finishes_bricks_panels,bt_wand,HAT_BAUTEILTYP,bg_mehrere_mehrere_k118_floor_finishes_bricks_panels -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_k118_floor_finishes_bricks_panels -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512185
EP03-0326,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141694,bg_mehrere_mehrere_ka13_office_fronts_doors_facade,bt_fassade,HAT_BAUTEILTYP,bg_mehrere_mehrere_ka13_office_fronts_doors_facade -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_ka13_office_fronts_doors_facade -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141694
EP03-0327,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826942,bg_mehrere_mehrere_ka13_office_fronts_doors_facade,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_mehrere_ka13_office_fronts_doors_facade -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_ka13_office_fronts_doors_facade -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826942
EP03-0328,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512190,bg_mehrere_mehrere_ka13_office_fronts_doors_facade,bt_tuer,HAT_BAUTEILTYP,bg_mehrere_mehrere_ka13_office_fronts_doors_facade -HAT_BAUTEILTYP-> Tuer,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_ka13_office_fronts_doors_facade -HAT_BAUTEILTYP-> bt_tuer (Tuer); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512190
EP03-0329,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257197438,bg_mehrere_mehrere_ka13_office_fronts_doors_facade,bt_wand,HAT_BAUTEILTYP,bg_mehrere_mehrere_ka13_office_fronts_doors_facade -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_ka13_office_fronts_doors_facade -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257197438
EP03-0330,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141698,bg_mehrere_mehrere_kamikatsu_donated_facade_windows,bt_fassade,HAT_BAUTEILTYP,bg_mehrere_mehrere_kamikatsu_donated_facade_windows -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_kamikatsu_donated_facade_windows -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141698
EP03-0331,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826946,bg_mehrere_mehrere_kamikatsu_donated_facade_windows,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_mehrere_kamikatsu_donated_facade_windows -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_kamikatsu_donated_facade_windows -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826946
EP03-0332,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141701,bg_mehrere_mehrere_kamikatsu_old_town_hall_wall_parts,bt_fassade,HAT_BAUTEILTYP,bg_mehrere_mehrere_kamikatsu_old_town_hall_wall_parts -HAT_BAUTEILTYP-> Fassade,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_kamikatsu_old_town_hall_wall_parts -HAT_BAUTEILTYP-> bt_fassade (Fassade); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141701
EP03-0333,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826949,bg_mehrere_mehrere_kamikatsu_old_town_hall_wall_parts,bt_wand,HAT_BAUTEILTYP,bg_mehrere_mehrere_kamikatsu_old_town_hall_wall_parts -HAT_BAUTEILTYP-> Wand,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_kamikatsu_old_town_hall_wall_parts -HAT_BAUTEILTYP-> bt_wand (Wand); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826949
EP03-0334,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141702,bg_mehrere_mehrere_kamikatsu_shoji_glass_doors,bt_ausbau,HAT_BAUTEILTYP,bg_mehrere_mehrere_kamikatsu_shoji_glass_doors -HAT_BAUTEILTYP-> Ausbau,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_kamikatsu_shoji_glass_doors -HAT_BAUTEILTYP-> bt_ausbau (Ausbau); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141702
EP03-0335,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826950,bg_mehrere_mehrere_kamikatsu_shoji_glass_doors,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_mehrere_kamikatsu_shoji_glass_doors -HAT_BAUTEILTYP-> Fenster,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_kamikatsu_shoji_glass_doors -HAT_BAUTEILTYP-> bt_fenster (Fenster); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826950
EP03-0336,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512198,bg_mehrere_mehrere_kamikatsu_shoji_glass_doors,bt_tuer,HAT_BAUTEILTYP,bg_mehrere_mehrere_kamikatsu_shoji_glass_doors -HAT_BAUTEILTYP-> Tuer,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_kamikatsu_shoji_glass_doors -HAT_BAUTEILTYP-> bt_tuer (Tuer); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512198
EP03-0337,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141715,bg_mehrere_mehrere_maison_des_canaux_doors,bt_ausbau,HAT_BAUTEILTYP,bg_mehrere_mehrere_maison_des_canaux_doors -HAT_BAUTEILTYP-> Ausbau,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_maison_des_canaux_doors -HAT_BAUTEILTYP-> bt_ausbau (Ausbau); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141715
EP03-0338,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826963,bg_mehrere_mehrere_maison_des_canaux_doors,bt_tuer,HAT_BAUTEILTYP,bg_mehrere_mehrere_maison_des_canaux_doors -HAT_BAUTEILTYP-> Tuer,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_maison_des_canaux_doors -HAT_BAUTEILTYP-> bt_tuer (Tuer); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826963
EP03-0339,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141714,bg_mehrere_mehrere_maison_des_canaux_fixed_builtins,bt_ausbau,HAT_BAUTEILTYP,bg_mehrere_mehrere_maison_des_canaux_fixed_builtins -HAT_BAUTEILTYP-> Ausbau,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_maison_des_canaux_fixed_builtins -HAT_BAUTEILTYP-> bt_ausbau (Ausbau); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141714
EP03-0340,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826962,bg_mehrere_mehrere_maison_des_canaux_fixed_builtins,bt_technik,HAT_BAUTEILTYP,bg_mehrere_mehrere_maison_des_canaux_fixed_builtins -HAT_BAUTEILTYP-> Technik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge bg_mehrere_mehrere_maison_des_canaux_fixed_builtins -HAT_BAUTEILTYP-> bt_technik (Technik); domain Bauteilgruppe valid; range Bauteiltyp vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826962
