"final_status","final_role","entity","id","title","origin_group","migration_status","came_from","final_path","current_path"
"include_final","core entity","datenpunkt","Boulder_Fire_Station_3__006__Geb_udefl_che","Gebäudefläche - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Boulder_Fire_Station_3.md","_database/datenpunkt/Boulder_Fire_Station_3__006__Geb_udefl_che/index.md",".\_graph\datenpunkt\Boulder_Fire_Station_3__006__Geb_udefl_che\index.md"
"include_final","core entity","datenpunkt","Boulder_Fire_Station_3__007__Fertigstellung_online","Fertigstellung / online - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Boulder_Fire_Station_3.md","_database/datenpunkt/Boulder_Fire_Station_3__007__Fertigstellung_online/index.md",".\_graph\datenpunkt\Boulder_Fire_Station_3__007__Fertigstellung_online\index.md"
"include_final","core entity","datenpunkt","Boulder_Fire_Station_3__008__Completion_Date","Completion Date - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Boulder_Fire_Station_3.md","_database/datenpunkt/Boulder_Fire_Station_3__008__Completion_Date/index.md",".\_graph\datenpunkt\Boulder_Fire_Station_3__008__Completion_Date\index.md"
"include_final","core entity","datenpunkt","Boulder_Fire_Station_3__009__Diversion_requirement","Diversion requirement - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Boulder_Fire_Station_3.md","_database/datenpunkt/Boulder_Fire_Station_3__009__Diversion_requirement/index.md",".\_graph\datenpunkt\Boulder_Fire_Station_3__009__Diversion_requirement\index.md"
"include_final","core entity","datenpunkt","Boulder_Fire_Station_3__010__Hospitalmaterial_vom_Deponieren_vermieden","Hospitalmaterial vom Deponieren vermieden - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Boulder_Fire_Station_3.md","_database/datenpunkt/Boulder_Fire_Station_3__010__Hospitalmaterial_vom_Deponieren_vermieden/index.md",".\_graph\datenpunkt\Boulder_Fire_Station_3__010__Hospitalmaterial_vom_Deponieren_vermieden\index.md"
"include_final","core entity","datenpunkt","Boulder_Fire_Station_3__011__PV_Stromanteil","PV-Stromanteil - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Boulder_Fire_Station_3.md","_database/datenpunkt/Boulder_Fire_Station_3__011__PV_Stromanteil/index.md",".\_graph\datenpunkt\Boulder_Fire_Station_3__011__PV_Stromanteil\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__001__wiederverwendete_Stahlmenge","wiederverwendete Stahlmenge - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__001__wiederverwendete_Stahlmenge/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__001__wiederverwendete_Stahlmenge\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__002__Anteil_reused_steel","Anteil reused steel - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__002__Anteil_reused_steel/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__002__Anteil_reused_steel\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__003__Anteil_salvaged_structural_steel","Anteil salvaged structural steel - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__003__Anteil_salvaged_structural_steel/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__003__Anteil_salvaged_structural_steel\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__004__weiterer_Anteil_laut_Bourne","weiterer Anteil laut Bourne - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__004__weiterer_Anteil_laut_Bourne/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__004__weiterer_Anteil_laut_Bourne\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__005__CO_e_Einsparung","CO₂e-Einsparung - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__005__CO_e_Einsparung/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__005__CO_e_Einsparung\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__006__CO_e_Einsparung","CO₂e-Einsparung - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__006__CO_e_Einsparung/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__006__CO_e_Einsparung\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__007__verpasste_zus_tzliche_Einsparung","verpasste zusätzliche Einsparung - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__007__verpasste_zus_tzliche_Einsparung/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__007__verpasste_zus_tzliche_Einsparung\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__008__H_he","Höhe - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__008__H_he/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__008__H_he\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__009__Umfang","Umfang - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__009__Umfang/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__009__Umfang\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__010__L_nge_Artwork","Länge Artwork - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__010__L_nge_Artwork/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__010__L_nge_Artwork\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__011__Substation_capacity","Substation capacity - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__011__Substation_capacity/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__011__Substation_capacity\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__012__Stahlbauzeit","Stahlbauzeit - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__012__Stahlbauzeit/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__012__Stahlbauzeit\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__013__Kostenwirkung","Kostenwirkung - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__013__Kostenwirkung/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__013__Kostenwirkung\index.md"
"include_final","core entity","datenpunkt","Brent_Cross_Town_Primary_Substation_London__014__Terminwirkung","Terminwirkung - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","_database/datenpunkt/Brent_Cross_Town_Primary_Substation_London__014__Terminwirkung/index.md",".\_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__014__Terminwirkung\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__001__Abfall_berschussmaterial","Abfall-/Überschussmaterial - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__001__Abfall_berschussmaterial/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__001__Abfall_berschussmaterial\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__002__Alternative_Angabe","Alternative Angabe - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__002__Alternative_Angabe/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__002__Alternative_Angabe\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__003__Er_ffnung","Eröffnung - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__003__Er_ffnung/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__003__Er_ffnung\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__004__Bauzeit","Bauzeit - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__004__Bauzeit/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__004__Bauzeit\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__005__Zahnb_rsten","Zahnbürsten - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__005__Zahnb_rsten/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__005__Zahnb_rsten\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__006__Denim","Denim - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__006__Denim/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__006__Denim\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__007__Videokassetten","Videokassetten - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__007__Videokassetten/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__007__Videokassetten\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__008__Teppichfliesen","Teppichfliesen - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__008__Teppichfliesen/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__008__Teppichfliesen\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__009__DVD_cases","DVD cases - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__009__DVD_cases/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__009__DVD_cases\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__010__Floppy_Discs","Floppy Discs - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__010__Floppy_Discs/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__010__Floppy_Discs\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__011__Beteiligte_junge_Menschen","Beteiligte junge Menschen - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__011__Beteiligte_junge_Menschen/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__011__Beteiligte_junge_Menschen\index.md"
"include_final","core entity","datenpunkt","Brighton_Waste_House_Brighton__012__EPC","EPC - Brighton Waste House / Wild House, Brighton — Fallstudie Bauteil- und Materialwiederverwendung","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Brighton_Waste_House_Brighton.md","_database/datenpunkt/Brighton_Waste_House_Brighton__012__EPC/index.md",".\_graph\datenpunkt\Brighton_Waste_House_Brighton__012__EPC\index.md"
"include_final","core entity","datenpunkt","Broethen_Twin_House_Hoyerswerda__001__wiederverwendete_Wandplatten","wiederverwendete Wandplatten - Bröthen Twin-House, Hoyerswerda — Fallstudie Direct Reuse / Wiederverwendung von P2-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Broethen_Twin_House_Hoyerswerda.md","_database/datenpunkt/Broethen_Twin_House_Hoyerswerda__001__wiederverwendete_Wandplatten/index.md",".\_graph\datenpunkt\Broethen_Twin_House_Hoyerswerda__001__wiederverwendete_Wandplatten\index.md"
"include_final","core entity","datenpunkt","Broethen_Twin_House_Hoyerswerda__002__wiederverwendete_Deckenplatten","wiederverwendete Deckenplatten - Bröthen Twin-House, Hoyerswerda — Fallstudie Direct Reuse / Wiederverwendung von P2-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Broethen_Twin_House_Hoyerswerda.md","_database/datenpunkt/Broethen_Twin_House_Hoyerswerda__002__wiederverwendete_Deckenplatten/index.md",".\_graph\datenpunkt\Broethen_Twin_House_Hoyerswerda__002__wiederverwendete_Deckenplatten\index.md"
"include_final","core entity","datenpunkt","Broethen_Twin_House_Hoyerswerda__003__wiederverwendete_Bauteile_gesamt","wiederverwendete Bauteile gesamt - Bröthen Twin-House, Hoyerswerda — Fallstudie Direct Reuse / Wiederverwendung von P2-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Broethen_Twin_House_Hoyerswerda.md","_database/datenpunkt/Broethen_Twin_House_Hoyerswerda__003__wiederverwendete_Bauteile_gesamt/index.md",".\_graph\datenpunkt\Broethen_Twin_House_Hoyerswerda__003__wiederverwendete_Bauteile_gesamt\index.md"
"include_final","core entity","datenpunkt","Broethen_Twin_House_Hoyerswerda__004__Transportdistanz","Transportdistanz - Bröthen Twin-House, Hoyerswerda — Fallstudie Direct Reuse / Wiederverwendung von P2-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Broethen_Twin_House_Hoyerswerda.md","_database/datenpunkt/Broethen_Twin_House_Hoyerswerda__004__Transportdistanz/index.md",".\_graph\datenpunkt\Broethen_Twin_House_Hoyerswerda__004__Transportdistanz\index.md"
"include_final","core entity","datenpunkt","Broethen_Twin_House_Hoyerswerda__005__Bauteilalter","Bauteilalter - Bröthen Twin-House, Hoyerswerda — Fallstudie Direct Reuse / Wiederverwendung von P2-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Broethen_Twin_House_Hoyerswerda.md","_database/datenpunkt/Broethen_Twin_House_Hoyerswerda__005__Bauteilalter/index.md",".\_graph\datenpunkt\Broethen_Twin_House_Hoyerswerda__005__Bauteilalter\index.md"
"include_final","core entity","datenpunkt","Broethen_Twin_House_Hoyerswerda__006__Projektjahr","Projektjahr - Bröthen Twin-House, Hoyerswerda — Fallstudie Direct Reuse / Wiederverwendung von P2-Plattenbauteilen","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Broethen_Twin_House_Hoyerswerda.md","_database/datenpunkt/Broethen_Twin_House_Hoyerswerda__006__Projektjahr/index.md",".\_graph\datenpunkt\Broethen_Twin_House_Hoyerswerda__006__Projektjahr\index.md"
"include_final","core entity","datenpunkt","CascadeUp_London_secondary_timber_glulam_demonstrator__001__Abmessung_Pilotstruktur","Abmessung Pilotstruktur - CascadeUp / London secondary-timber glulam demonstrator — Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md","_database/datenpunkt/CascadeUp_London_secondary_timber_glulam_demonstrator__001__Abmessung_Pilotstruktur/index.md",".\_graph\datenpunkt\CascadeUp_London_secondary_timber_glulam_demonstrator__001__Abmessung_Pilotstruktur\index.md"
"include_final","core entity","datenpunkt","CascadeUp_London_secondary_timber_glulam_demonstrator__005__Ausstellungen","Ausstellungen - CascadeUp / London secondary-timber glulam demonstrator — Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md","_database/datenpunkt/CascadeUp_London_secondary_timber_glulam_demonstrator__005__Ausstellungen/index.md",".\_graph\datenpunkt\CascadeUp_London_secondary_timber_glulam_demonstrator__005__Ausstellungen\index.md"
"include_final","core entity","datenpunkt","Charles_Malis_Molenbeek__001__Fl_che","Fläche - Charles Malis / Antenne administrative Molenbeek-Saint-Jean — Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Charles_Malis_Molenbeek.md","_database/datenpunkt/Charles_Malis_Molenbeek__001__Fl_che/index.md",".\_graph\datenpunkt\Charles_Malis_Molenbeek__001__Fl_che\index.md"
"include_final","core entity","datenpunkt","Charles_Malis_Molenbeek__002__Anzahl_Schalter","Anzahl Schalter - Charles Malis / Antenne administrative Molenbeek-Saint-Jean — Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Charles_Malis_Molenbeek.md","_database/datenpunkt/Charles_Malis_Molenbeek__002__Anzahl_Schalter/index.md",".\_graph\datenpunkt\Charles_Malis_Molenbeek__002__Anzahl_Schalter\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__001__Nettofl_che","Nettofläche - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__001__Nettofl_che/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__001__Nettofl_che\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__002__Kosten_Bau_Renovierung","Kosten Bau/Renovierung - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__002__Kosten_Bau_Renovierung/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__002__Kosten_Bau_Renovierung\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__003__Kosten_m","Kosten/m² - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__003__Kosten_m/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__003__Kosten_m\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__004__neue_Materialien","neue Materialien - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__004__neue_Materialien/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__004__neue_Materialien\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__005__Fassadenziegel_Reuse","Fassadenziegel Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__005__Fassadenziegel_Reuse/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__005__Fassadenziegel_Reuse\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__006__Au_enst_rze_Reuse","Außenstürze Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__006__Au_enst_rze_Reuse/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__006__Au_enst_rze_Reuse\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__007__Dachziegel_Reuse_Rest","Dachziegel Reuse/Rest - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__007__Dachziegel_Reuse_Rest/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__007__Dachziegel_Reuse_Rest\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__008__Au_ent_ren_Fenster","Außentüren/Fenster - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__008__Au_ent_ren_Fenster/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__008__Au_ent_ren_Fenster\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__009__Bodenfliesen_Reuse","Bodenfliesen Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__009__Bodenfliesen_Reuse/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__009__Bodenfliesen_Reuse\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__010__Wandfliesen_Reuse","Wandfliesen Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__010__Wandfliesen_Reuse/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__010__Wandfliesen_Reuse\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__011__Sanit_r_Reuse","Sanitär Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__011__Sanit_r_Reuse/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__011__Sanit_r_Reuse\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__012__Leuchten_Reuse","Leuchten Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__012__Leuchten_Reuse/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__012__Leuchten_Reuse\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__013__D_mmung_Boden_Wand_Surplus","Dämmung Boden/Wand Surplus - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__013__D_mmung_Boden_Wand_Surplus/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__013__D_mmung_Boden_Wand_Surplus\index.md"
"include_final","core entity","datenpunkt","Chiro_d_Itterbeek_Dilbeek__014__D_mmung_Decke_Surplus","Dämmung Decke Surplus - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","split reuse/building examples","migrated_phase4_case_graph","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__014__D_mmung_Decke_Surplus/index.md",".\_graph\datenpunkt\Chiro_d_Itterbeek_Dilbeek__014__D_mmung_Decke_Surplus\index.md"
