source,source_entity,source_id,relation,target,target_entity,target_id,field,raw_label,confidence,resolution_rule,legacy_path,original_source,original_relation,original_target,edge_cleaning
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,uses_material,material/Stahl,material,Stahl,material_label,feuerverzinkter Stahl,rule_high,material_contains_stahl,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,uses_material,material/Stahl,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,fallstudie,K118_Kopfbau_Halle_118_Winterthur,fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_bauteiltyp,bauteiltyp/Fenster,bauteiltyp,Fenster,bauteil_label,Fenster,rule_high,bauteil_contains_fenster,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_bauteiltyp,bauteiltyp/Fenster,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_huerde,huerde/Datenluecke,huerde,Datenluecke,huerde_label,Leistungsnachweis,rule_medium,huerde_daten,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_huerde,huerde/Datenluecke,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,uses_material,material/Glas,material,Glas,material_label,Glas/Metall/Holz unbekannt,rule_high,material_contains_glas,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,uses_material,material/Glas,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,uses_material,material/Holz,material,Holz,material_label,Glas/Metall/Holz unbekannt,rule_high,material_contains_holz,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,uses_material,material/Holz,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,fallstudie,K118_Kopfbau_Halle_118_Winterthur,fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_bauteiltyp,bauteiltyp/Fassade,bauteiltyp,Fassade,bauteil_label,Fassadenbleche / Profilbleche,rule_high,bauteil_contains_fassade,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_bauteiltyp,bauteiltyp/Fassade,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_huerde,huerde/Heterogenitaet_Chargen,huerde,Heterogenitaet_Chargen,huerde_label,Maß-/Farbheterogenität,rule_medium,huerde_heterogenitaet,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_huerde,huerde/Heterogenitaet_Chargen,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_huerde,huerde/Toleranzen,huerde,Toleranzen,huerde_label,Maß-/Farbheterogenität,rule_medium,huerde_toleranzen,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_huerde,huerde/Toleranzen,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,fallstudie,K118_Kopfbau_Halle_118_Winterthur,fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_bauteiltyp,bauteiltyp/Daemmung,bauteiltyp,Daemmung,bauteil_label,EPS-Dämmung,rule_high,bauteil_daemmung,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_bauteiltyp,bauteiltyp/Daemmung,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_huerde,huerde/Datenluecke,huerde,Datenluecke,huerde_label,Leistungsnachweis,rule_medium,huerde_daten,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_huerde,huerde/Datenluecke,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,uses_material,material/Daemmstoff,material,Daemmstoff,material_label,EPS,rule_high,manual_40c_consolidate_Polystyrol,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,uses_material,material/Polystyrol,manual_remap_40c
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,fallstudie,K118_Kopfbau_Halle_118_Winterthur,fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_bauteiltyp,bauteiltyp/Dach,bauteiltyp,Dach,bauteil_label,Holzdachelemente,rule_medium,bauteil_dach,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_bauteiltyp,bauteiltyp/Dach,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_huerde,huerde/Materialqualitaet_Unklar,huerde,Materialqualitaet_Unklar,huerde_label,Klebstoffe/Materialqualität,rule_medium,huerde_materialqualitaet,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_huerde,huerde/Materialqualitaet_Unklar,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,uses_material,material/Holz,material,Holz,material_label,Holz,rule_high,material_contains_holz,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,uses_material,material/Holz,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,fallstudie,K118_Kopfbau_Halle_118_Winterthur,fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_bauteiltyp,bauteiltyp/Tuer,bauteiltyp,Tuer,bauteil_label,Türen,rule_high,bauteil_tuer,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_bauteiltyp,bauteiltyp/Tuer,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_huerde,huerde/Fehlende_Standardisierung,huerde,Fehlende_Standardisierung,huerde_label,Zulassung,rule_medium,huerde_standardisierung,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_huerde,huerde/Fehlende_Standardisierung,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_huerde,huerde/Technische_Freigabe,huerde,Technische_Freigabe,huerde_label,Zulassung,rule_medium,huerde_technische_freigabe,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_huerde,huerde/Technische_Freigabe,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,uses_material,material/Holz,material,Holz,material_label,Holz/Metall unbekannt,rule_high,material_contains_holz,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,uses_material,material/Holz,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,fallstudie,K118_Kopfbau_Halle_118_Winterthur,fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_bauteiltyp,bauteiltyp/Ausbau,bauteiltyp,Ausbau,bauteil_label,Dreischichtplatten / Holzplatten,manual_high,manual_40d_per_case_Platte_Paneel,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_bauteiltyp,bauteiltyp/Platte_Paneel,manual_remap_40d
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,uses_material,material/Holz,material,Holz,material_label,Holzwerkstoff,rule_high,material_contains_holz,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,uses_material,material/Holz,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,fallstudie,K118_Kopfbau_Halle_118_Winterthur,fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_bauteiltyp,bauteiltyp/Boden,bauteiltyp,Boden,bauteil_label,Naturstein-/Granitplatten,manual_high,manual_40d_per_case_Platte_Paneel,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_bauteiltyp,bauteiltyp/Platte_Paneel,manual_remap_40d
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_huerde,huerde/Toleranzen,huerde,Toleranzen,huerde_label,Maßtoleranzen,rule_medium,huerde_toleranzen,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_huerde,huerde/Toleranzen,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,uses_material,material/Naturstein,material,Naturstein,material_label,Stein,rule_medium,material_naturstein_family,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,uses_material,material/Naturstein,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,fallstudie,K118_Kopfbau_Halle_118_Winterthur,fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,belongs_to_fallstudie,fallstudie/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,projekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,belongs_to_projekt,projekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,has_huerde,huerde/Bruch_Beschaedigungsrisiko,huerde,Bruch_Beschaedigungsrisiko,huerde_label,Mörtelreste/Bruch,rule_medium,huerde_bruch_beschaedigung,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,has_huerde,huerde/Bruch_Beschaedigungsrisiko,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,bauobjekt,K118_Kopfbau_Halle_118_Winterthur,structural,frontmatter,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,installed_in_bauobjekt,bauobjekt/K118_Kopfbau_Halle_118_Winterthur,unchanged
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,uses_material,material/Keramik,material,Keramik,material_label,Keramik,rule_medium,material_ceramic_family,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,uses_material,material/Keramik,unchanged
