"source","case_id","legacy_path","value","relationship","confidence_source","note","raw_label","reason"
"bauobjekt/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md","","","","","Härmälänranta / A-Kruunu ReCreate mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse | erster Finnish-cluster-ReCreate-Mini-Pilot | Härmälänranta / A-Kruunu ReCreate mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse | Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere | fünfgeschossiger Mietwohnungsbau","no_has_bauaufgabe_intervention_target"
"bauobjekt/Hastings_Pier_Visitor_Centre","","Gebäude\Hastings_Pier_Visitor_Centre.md","","","","","Hastings Pier Visitor Centre / Pavilion Cladding, Hastings | Hastings Pier Regeneration | Hastings Pier Visitor Centre / Pavilion Cladding, Hastings | Hastings_Pier_Visitor_Centre | Hastings Pier; neues Besucherzentrum auf Pier","no_has_bauaufgabe_intervention_target"
"bauobjekt/Haus_HOS_Mehrfamilienhaus_Muehlhausen","","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","","","","","Haus HOS / Mehrfamilienhaus Mühlhausen — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen | Mehrfamilienhaus","no_has_nutzung_target"
"bauobjekt/Hobelwerk_Haus_D_Oberwinterthur","","gebaeude\Hobelwerk_Haus_D_Oberwinterthur.md","","","","","Hobelwerk Haus D, Oberwinterthur | Hobelwerk Haus D, Oberwinterthur | genossenschaftlicher Wohnungsbau; Neubau auf ehemaligem Industrieareal; Re-Use im Wohnungsbau; Suffizienz und Flächeneffizienz; Quartiersentwicklung; Low-Tech und klimafreundliches Bauen. | Hobelwerk Haus D ist eines der Wohngebäude im Hobelwerk-Areal in Oberwinterthur, dem zweiten grossen Bauprojekt der Baugenossenschaft mehr als wohnen. Das Areal entstand auf dem Gelände der ehemaligen Kälin & Co. AG, eines Holzverarbeitungsunternehmens direkt beim Bahnhof Oberwinterthur. Haus D gehört zur zweiten Bauetappe der fünf Häuser des Areals und ist im Zusammenhang mit den Häusern C und E sowie dem erhaltenen Alten Hobelwerk zu lesen.

Gebäudebezogen ist Haus D relevant als Beispiel dafür, wie Wiederverwendung und kreislauffähiges Bauen im mehrgeschossigen genossenschaftlichen Wohnungsbau verankert werden können. Die öffentlich verfügbaren Kurzquellen dokumentieren die Re-Use-Strategie weniger vollständig als bei K.118 oder ELYS; deshalb ist die Datei als belastbarer Gebäudesteckbrief mit klar markierten offenen Prüfpunkten zu lesen.","no_has_bauobjektstatus_target"
"bauobjekt/Hobelwerk_Haus_D_Oberwinterthur","","gebaeude\Hobelwerk_Haus_D_Oberwinterthur.md","","","","","Hobelwerk Haus D, Oberwinterthur | genossenschaftlicher Wohnungsbau; Neubau auf ehemaligem Industrieareal; Re-Use im Wohnungsbau; Suffizienz und Flächeneffizienz; Quartiersentwicklung; Low-Tech und klimafreundliches Bauen. | Hobelwerk Haus D, Oberwinterthur | genossenschaftlicher Wohnungsbau; Neubau auf ehemaligem Industrieareal; Re-Use im Wohnungsbau; Suffizienz und Flächeneffizienz; Quartiersentwicklung; Low-Tech und klimafreundliches Bauen. | Hobelwerk Haus D ist eines der Wohngebäude im Hobelwerk-Areal in Oberwinterthur, dem zweiten grossen Bauprojekt der Baugenossenschaft mehr als wohnen. Das Areal entstand auf dem Gelände der ehemaligen Kälin & Co. AG, eines Holzverarbeitungsunternehmens direkt beim Bahnhof Oberwinterthur. Haus D gehört zur zweiten Bauetappe der fünf Häuser des Areals und ist im Zusammenhang mit den Häusern C und E sowie dem erhaltenen Alten Hobelwerk zu lesen.

Gebäudebezogen ist Haus D relevant als Beispiel dafür, wie Wiederverwendung und kreislauffähiges Bauen im mehrgeschossigen genossenschaftlichen Wohnungsbau verankert werden können. Die öffentlich verfügbaren Kurzquellen dokumentieren die Re-Use-Strategie weniger vollständig als bei K.118 oder ELYS; deshalb ist die Datei als belastbarer Gebäudesteckbrief mit klar markierten offenen Prüfpunkten zu lesen. | Hobelwerk Haus D, Oberwinterthur | genossenschaftlicher Wohnungsbau; Neubau auf ehemaligem Industrieareal; Re-Use im Wohnungsbau; Suffizienz und Flächeneffizienz; Quartiersentwicklung; Low-Tech und klimafreundliches Bauen. | Hobelwerk Haus D ist eines der Wohngebäude im Hobelwerk-Areal in Oberwinterthur, dem zweiten grossen Bauprojekt der Baugenossenschaft mehr als wohnen. Das Areal entstand auf dem Gelände der ehemaligen Kälin & Co. AG, eines Holzverarbeitungsunternehmens direkt beim Bahnhof Oberwinterthur. Haus D gehört zur zweiten Bauetappe der fünf Häuser des Areals und ist im Zusammenhang mit den Häusern C und E sowie dem erhaltenen Alten Hobelwerk zu lesen.

Gebäudebezogen ist Haus D relevant als Beispiel dafür, wie Wiederverwendung und kreislauffähiges Bauen im mehrgeschossigen genossenschaftlichen Wohnungsbau verankert werden können. Die öffentlich verfügbaren Kurzquellen dokumentieren die Re-Use-Strategie weniger vollständig als bei K.118 oder ELYS; deshalb ist die Datei als belastbarer Gebäudesteckbrief mit klar markierten offenen Prüfpunkten zu lesen.","no_has_bauobjektrolle_target"
"bauobjekt/Institut_de_Botanique_ULg_Liege","","Gebäude\Institut_de_Botanique_ULg_Liege.md","","","","","Institut de Botanique de l’ULg, Liège — Fallstudie Direct Reuse / zirkuläres Bauen | Institut_de_Botanique_ULg_Liege | Institut de Botanique de l’Université de Liège | Institut de Botanique de l’ULg, Liège — Fallstudie Direct Reuse / zirkuläres Bauen | Renovierung / Fassaden- bzw. Hüllbauteil-Wiederverwendung","no_has_bauobjektklasse_target"
"bauobjekt/Institut_de_Botanique_ULg_Liege","","Gebäude\Institut_de_Botanique_ULg_Liege.md","","","","","Institut de Botanique de l’ULg, Liège — Fallstudie Direct Reuse / zirkuläres Bauen | unbekannt","no_has_nutzung_target"
"bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","","","","","Jeugdkliniek Ithaka / Emergis, Kloetinge | Jeugdkliniek_Ithaka_Emergis_Kloetinge | teils Neubau, teils Renovierung einer Kinder- und Jugendpsychiatrie-Klinik | Jeugdkliniek Ithaka / Emergis, Kloetinge | zirkulär gebaute/umgebaute Klinik mit Donorbauteilen aus dem Rijkswaterstaat-Districtskantoor Terneuzen","no_has_bauobjektklasse_target"
"bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","","","","","Jeugdkliniek Ithaka / Emergis, Kloetinge | Kinder- und Jugendpsychiatrie / GGZ-Klinik, 24–28 flexible Betten laut Emergis","no_has_nutzung_target"
"bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","","","","","Juch-Areal Recyclingzentrum, Zürich-Altstetten | öffentliches Pilotprojekt für Re-Use-Bauteile und BIM-Methodik | Juch-Areal Recyclingzentrum, Zürich-Altstetten | Juch_Areal_Recyclingzentrum_Zuerich | neues Recyclingzentrum mit großer Anliefer-, Sortier- und Sammelhalle sowie Verwaltungs-/Personalbereich","no_has_bauaufgabe_intervention_target"
"bauobjekt/Kindl_Areal","","gebaeude\Kindl_Areal.md","","","","","Kindl Areal | Industriebestand; Brauereiareale; gemeinwohlorientierte Arealentwicklung; Kultur- und Gewerbenutzung im Bestand; zirkuläres Bauen; soziale Infrastruktur; Erbbaurecht. | Das Kindl-Areal in Berlin-Neukölln ist das ehemalige Gelände der Berliner Kindl-Brauerei im Rollbergviertel. Es umfasst unterschiedliche Industrie-, Lager-, Sozial-, Brauerei- und Infrastrukturbauten aus verschiedenen Bauphasen. Für die Wiederverwendungsforschung ist das Areal ein wichtiger Gebäudekomplex, weil hier mehrere Formen des Entwerfens mit Bestand parallel auftreten: denkmalbezogene Umnutzung im KINDL – Zentrum für zeitgenössische Kunst, gemeinwohlorientierte Entwicklung im Berlin Global Village, experimentelles zirkuläres Bauen im CRCLR House und die geplante bzw. laufende Transformation des großen Vollgutlagers zu einem sozialen Kultur- und Gewerbezentrum.","no_has_bauobjektstatus_target"
"bauobjekt/Kindl_Areal","","gebaeude\Kindl_Areal.md","","","","","Kindl Areal | Industriebestand; Brauereiareale; gemeinwohlorientierte Arealentwicklung; Kultur- und Gewerbenutzung im Bestand; zirkuläres Bauen; soziale Infrastruktur; Erbbaurecht. | Industriebestand; Brauereiareale; gemeinwohlorientierte Arealentwicklung; Kultur- und Gewerbenutzung im Bestand; zirkuläres Bauen; soziale Infrastruktur; Erbbaurecht. | Das Kindl-Areal in Berlin-Neukölln ist das ehemalige Gelände der Berliner Kindl-Brauerei im Rollbergviertel. Es umfasst unterschiedliche Industrie-, Lager-, Sozial-, Brauerei- und Infrastrukturbauten aus verschiedenen Bauphasen. Für die Wiederverwendungsforschung ist das Areal ein wichtiger Gebäudekomplex, weil hier mehrere Formen des Entwerfens mit Bestand parallel auftreten: denkmalbezogene Umnutzung im KINDL – Zentrum für zeitgenössische Kunst, gemeinwohlorientierte Entwicklung im Berlin Global Village, experimentelles zirkuläres Bauen im CRCLR House und die geplante bzw. laufende Transformation des großen Vollgutlagers zu einem sozialen Kultur- und Gewerbezentrum. | Industriebestand; Brauereiareale; gemeinwohlorientierte Arealentwicklung; Kultur- und Gewerbenutzung im Bestand; zirkuläres Bauen; soziale Infrastruktur; Erbbaurecht. | Das Kindl-Areal in Berlin-Neukölln ist das ehemalige Gelände der Berliner Kindl-Brauerei im Rollbergviertel. Es umfasst unterschiedliche Industrie-, Lager-, Sozial-, Brauerei- und Infrastrukturbauten aus verschiedenen Bauphasen. Für die Wiederverwendungsforschung ist das Areal ein wichtiger Gebäudekomplex, weil hier mehrere Formen des Entwerfens mit Bestand parallel auftreten: denkmalbezogene Umnutzung im KINDL – Zentrum für zeitgenössische Kunst, gemeinwohlorientierte Entwicklung im Berlin Global Village, experimentelles zirkuläres Bauen im CRCLR House und die geplante bzw. laufende Transformation des großen Vollgutlagers zu einem sozialen Kultur- und Gewerbezentrum.","no_has_bauobjektrolle_target"
"bauobjekt/Lokomotion_Technology_Centre_mini_pilot_Tampere","","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","","","","","Lokomotion Technology Centre mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse | Industrie-/Technologiezentrum; Reuse-Bauteile als Dachdecken in Technik-/Personalräumen","no_has_nutzung_target"
"bauobjekt/Lokomotion_Technology_Centre_mini_pilot_Tampere","","Gebäude\Lokomotion_Technology_Centre_mini_pilot_Tampere.md","","","","","Lokomotion Technology Centre mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse | Metso Lokomotion Technology Centre Phase 1 | Lokomotion Technology Centre mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse | Lokomotion_Technology_Centre_mini_pilot_Tampere | zwei Teilbereiche: kleiner freistehender Technikbau und Personalräume innerhalb einer größeren Industriehalle","no_has_bauaufgabe_intervention_target"
"bauobjekt/LysP8_Basel_Lysbuechelareal","","gebaeude\LysP8_Basel_Lysbuechelareal.md","","","","","LysP8, Basel / Lysbüchelareal | LysP8, Basel / Lysbüchelareal | Re-Use im Neubau; Wohn- und Gewerbebau; Design for Disassembly; Holzbau; suffiziente Grundrisse; Low-Carbon-Fassaden; Bauteiljagd; LCA im Re-Use-Prozess. | LysP8 ist ein 2025 fertiggestelltes Wohn- und Gewerbegebäude auf Parzelle 8 des Basler Lysbüchelareals. Es besteht aus einem Punkthaus am Quartierplatz, einem strassenbegleitenden Langhaus an der Lothringerstrasse und einem verbindenden offenen Erschliessungsgerüst. Das Gebäude umfasst 27 kostengünstige Wohnungen sowie Gewerbe- und Gemeinschaftsnutzungen im Erdgeschoss.

Gebäudebezogen ist LysP8 ein Schlüsselbeispiel für die Integration von Re-Use-Bauteilen in einen Neubau. Anders als ELYS, das primär einen grossen Bestand transformiert, zeigt LysP8, wie ein neues Wohn- und Geschäftshaus von Beginn an mit Bauteiljagd, Holzbau, Design for Disassembly und CO₂-Bilanzierung geplant werden kann.","no_has_bauobjektstatus_target"
"bauobjekt/Lysbuechel_Parkhaus","","gebaeude\Lysbuechel_Parkhaus.md","","","","","Lysbuechel Parkhaus | Spendergebäude; Bauteilernte; Rückbau statt Abbruch; Wiederverwendung von Stahlbetonfertigteilen; Parkhäuser als Materialbanken; kommunale Stoffstromsteuerung. | Das Lysbüchel-Parkhaus in Basel ist als Re-Use-Fall vor allem ein Spendergebäude: Aus seinem Rückbau sollen bzw. wurden großformatige Betonbauteile gewonnen, die im Projekt Walkeweg Nord / `Elementa` als tragende und fassadenbildende Elemente weiterverwendet werden. Die Datei behandelt das Parkhaus daher nicht primär als Parkierungsinfrastruktur, sondern als gebäudebezogene Materialbank mit konstruktiv wertvollen Stahlbetonbauteilen.","no_has_bauobjektstatus_target"
"bauobjekt/Maison_DnA_Asse","","Gebäude\Maison_DnA_Asse.md","","","","","Maison DnA / dnA House, Asse — Fallstudie Direct Reuse / zirkuläres Bauen | äußere, dauerhafte Ziegelmauerstruktur / räumliche und tragende Hülle","no_has_nutzung_target"
"bauobjekt/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki","","Gebäude\Melkinlaituri_Primary_School_Daycare_Centre_Helsinki.md","","","","","Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse | kommerzielle Replikation der ReCreate-Hohlkörperdecken-Wiederverwendung | Melkinlaituri Primary School and Day-care Centre, Helsinki — Fallstudie Wiederverwendung / Direct Reuse | Melkinlaituri_Primary_School_Daycare_Centre_Helsinki | Grundschule und Kita","no_has_bauaufgabe_intervention_target"
"bauobjekt/Peoples_Pavilion_Eindhoven","","Gebäude\Peoples_Pavilion_Eindhoven.md","","","","","People’s Pavilion, Eindhoven — Fallstudie Direct Reuse | Meeting space / Veranstaltungs- und Begegnungsraum während Dutch Design Week 2017 | People’s Pavilion, Eindhoven — Fallstudie Direct Reuse | Peoples_Pavilion_Eindhoven | temporärer Pavillon","no_has_bauaufgabe_intervention_target"
"bauobjekt/Plattenpalast_Berlin","","Gebäude\Plattenpalast_Berlin.md","","","","","Plattenpalast Berlin — Fallstudie Direct Reuse | Forschungs-/Prototyp-Projekt zur Wiederverwendung von WBS70-Betonfertigteilen | Plattenpalast Berlin — Fallstudie Direct Reuse | Plattenpalast_Berlin | Kleinsthaus / Galerie / experimenteller Wohnraum aus wiederverwendeten Plattenbauteilen","no_has_bauaufgabe_intervention_target"
"bauobjekt/Plattenvereinigung_Berlin","","Gebäude\Plattenvereinigung_Berlin.md","","","","","Plattenvereinigung Berlin — Fallstudie Direct Reuse | Forschungs- und Bildungsprojekt zur Recyclingkultur und nachhaltigen Stadtentwicklung | Plattenvereinigung Berlin — Fallstudie Direct Reuse | Plattenvereinigung_Berlin | temporäres, vollständig de- und remontierbares Recyclinggebäude / Begegnungsraum","no_has_bauaufgabe_intervention_target"
"bauobjekt/ReCrete_footbridge_reused_concrete_blocks","","Gebäude\ReCrete_footbridge_reused_concrete_blocks.md","","","","","Re:Crete footbridge — Fallstudie Direct Reuse | Reuse of concrete blocks from cast-in-place building to arch footbridge | Re:Crete footbridge — Fallstudie Direct Reuse | ReCrete_footbridge_reused_concrete_blocks | kein Gebäude; Fußgängerbrücken-Prototyp","no_has_bauaufgabe_intervention_target"
"bauobjekt/ReUseBox_Heilbronn","","gebaeude\ReUseBox_Heilbronn.md","","","","","ReUseBox, Heilbronn | ReUseBox, Heilbronn | zirkuläres Bauen; Lern- und Demonstrationsgebäude; Wiederverwendung im Neubau; Materialkreisläufe als Ausstellungs- und Bildungsinhalt; Design for Disassembly; Low-Tech; robuste, anpassbare Gebäude. | Die ReUseBox Heilbronn ist ein Wettbewerbsentwurf von LXSY Architektur aus dem Jahr 2025 für einen Lern- und Erlebnisort der Kreislaufwirtschaft in Heilbronn. Gebäudebezogen ist sie als Demonstrationsbau konzipiert: Architektur, Konstruktion, Ausstellung, Werkstatt und Nutzung sollen unmittelbar zeigen, wie Materialien erfasst, wiederverwendet, sortiert, repariert, transformiert und erneut in Umlauf gebracht werden können.

Der Entwurf ist kein allgemeines Nachhaltigkeitszentrum, sondern ein Gebäude, dessen räumliche Organisation und Bauteilwahl selbst Teil der Vermittlung sind. Wiedergewonnene Stahlträger, Altholz, sichtbare Verbindungen, ein großes Materialregal, flexible Innenräume, demontierbare Fassaden und Low-Tech-Strategien bilden die zentrale Gebäudelogik. **Statushinweis:** Nach öffentlich zugänglichen Informationen handelt es sich um einen Wettbewerbsbeitrag; eine Realisierung, baurechtliche Genehmigung oder tatsächliche Ausführung ist in den gefundenen Quellen nicht gesichert. | Nach öffentlich zugänglichen Informationen handelt es sich um einen Wettbewerbsbeitrag; eine Realisierung, baurechtliche Genehmigung oder tatsächliche Ausführung ist in den gefundenen Quellen nicht gesichert.","no_has_bauobjektstatus_target"
"bauobjekt/ReUseBox_Heilbronn","","gebaeude\ReUseBox_Heilbronn.md","","","","","ReUseBox, Heilbronn | zirkuläres Bauen; Lern- und Demonstrationsgebäude; Wiederverwendung im Neubau; Materialkreisläufe als Ausstellungs- und Bildungsinhalt; Design for Disassembly; Low-Tech; robuste, anpassbare Gebäude. | ReUseBox, Heilbronn | zirkuläres Bauen; Lern- und Demonstrationsgebäude; Wiederverwendung im Neubau; Materialkreisläufe als Ausstellungs- und Bildungsinhalt; Design for Disassembly; Low-Tech; robuste, anpassbare Gebäude. | Die ReUseBox Heilbronn ist ein Wettbewerbsentwurf von LXSY Architektur aus dem Jahr 2025 für einen Lern- und Erlebnisort der Kreislaufwirtschaft in Heilbronn. Gebäudebezogen ist sie als Demonstrationsbau konzipiert: Architektur, Konstruktion, Ausstellung, Werkstatt und Nutzung sollen unmittelbar zeigen, wie Materialien erfasst, wiederverwendet, sortiert, repariert, transformiert und erneut in Umlauf gebracht werden können.

Der Entwurf ist kein allgemeines Nachhaltigkeitszentrum, sondern ein Gebäude, dessen räumliche Organisation und Bauteilwahl selbst Teil der Vermittlung sind. Wiedergewonnene Stahlträger, Altholz, sichtbare Verbindungen, ein großes Materialregal, flexible Innenräume, demontierbare Fassaden und Low-Tech-Strategien bilden die zentrale Gebäudelogik. **Statushinweis:** Nach öffentlich zugänglichen Informationen handelt es sich um einen Wettbewerbsbeitrag; eine Realisierung, baurechtliche Genehmigung oder tatsächliche Ausführung ist in den gefundenen Quellen nicht gesichert. | Nach öffentlich zugänglichen Informationen handelt es sich um einen Wettbewerbsbeitrag; eine Realisierung, baurechtliche Genehmigung oder tatsächliche Ausführung ist in den gefundenen Quellen nicht gesichert. | ReUseBox, Heilbronn | zirkuläres Bauen; Lern- und Demonstrationsgebäude; Wiederverwendung im Neubau; Materialkreisläufe als Ausstellungs- und Bildungsinhalt; Design for Disassembly; Low-Tech; robuste, anpassbare Gebäude. | Die ReUseBox Heilbronn ist ein Wettbewerbsentwurf von LXSY Architektur aus dem Jahr 2025 für einen Lern- und Erlebnisort der Kreislaufwirtschaft in Heilbronn. Gebäudebezogen ist sie als Demonstrationsbau konzipiert: Architektur, Konstruktion, Ausstellung, Werkstatt und Nutzung sollen unmittelbar zeigen, wie Materialien erfasst, wiederverwendet, sortiert, repariert, transformiert und erneut in Umlauf gebracht werden können.

Der Entwurf ist kein allgemeines Nachhaltigkeitszentrum, sondern ein Gebäude, dessen räumliche Organisation und Bauteilwahl selbst Teil der Vermittlung sind. Wiedergewonnene Stahlträger, Altholz, sichtbare Verbindungen, ein großes Materialregal, flexible Innenräume, demontierbare Fassaden und Low-Tech-Strategien bilden die zentrale Gebäudelogik. **Statushinweis:** Nach öffentlich zugänglichen Informationen handelt es sich um einen Wettbewerbsbeitrag; eine Realisierung, baurechtliche Genehmigung oder tatsächliche Ausführung ist in den gefundenen Quellen nicht gesichert. | Nach öffentlich zugänglichen Informationen handelt es sich um einen Wettbewerbsbeitrag; eine Realisierung, baurechtliche Genehmigung oder tatsächliche Ausführung ist in den gefundenen Quellen nicht gesichert.","no_has_bauobjektrolle_target"
"bauobjekt/Recyclinghaus_Hannover","","Gebäude\Recyclinghaus_Hannover.md","","","","","Recyclinghaus Hannover — Fallstudie Direct Reuse / zirkuläres Bauen | Prototyp für Reuse, Recyclingmaterialien und recyclinggerechte Bauweise | Recyclinghaus Hannover — Fallstudie Direct Reuse / zirkuläres Bauen | Recyclinghaus_Hannover | experimentelles Wohnhaus / Einfamilienhaus","no_has_bauaufgabe_intervention_target"
"bauobjekt/Recypark_Demets_Anderlecht","","Gebäude\Recypark_Demets_Anderlecht.md","","","","","Recypark Demets / Recypark Anderlecht, Brüssel — Fallstudie Direct Reuse / Wiederverwendung | Dach- und Tragstruktur eines Recyclingzentrums, Skateparks und öffentlichen Raums","no_has_nutzung_target"
"bauobjekt/Recypark_Demets_Anderlecht","","Gebäude\Recypark_Demets_Anderlecht.md","","","","","Recypark Demets / Recypark Anderlecht, Brüssel — Fallstudie Direct Reuse / Wiederverwendung | Recyclingzentrum und public space entlang des Kanals | Recypark Demets / Recypark Anderlecht, Brüssel — Fallstudie Direct Reuse / Wiederverwendung | Recypark_Demets_Anderlecht | öffentlicher Recypark mit Skatepark und Gemeinschafts-/öffentlichem Raum unter einer Hallenstruktur","no_has_bauaufgabe_intervention_target"
"bauobjekt/Resource_Rows_Copenhagen","","Gebäude\Resource_Rows_Copenhagen.md","","","","","Resource Rows, Copenhagen — Fallstudie Direct Reuse / zirkuläres Bauen | Wohnnutzung","no_has_nutzung_target"
"bauobjekt/Resource_Rows_Copenhagen","","Gebäude\Resource_Rows_Copenhagen.md","","","","","Resource Rows, Copenhagen — Fallstudie Direct Reuse / zirkuläres Bauen | Circular residential development with reused brick façade modules | Resource Rows, Copenhagen — Fallstudie Direct Reuse / zirkuläres Bauen | Resource_Rows_Copenhagen | Wohngebäude / Wohnzeilen","no_has_bauaufgabe_intervention_target"
"bauobjekt/Superlocal_Expogebouw_Bleijerheide","","Gebäude\Superlocal_Expogebouw_Bleijerheide.md","","","","","SUPERLOCAL Expogebouw, Bleijerheide/Kerkrade — Fallstudie Direct Reuse / zirkuläres Bauen | SUPERLOCAL – Super Circular Estate | SUPERLOCAL Expogebouw, Bleijerheide/Kerkrade — Fallstudie Direct Reuse / zirkuläres Bauen | Superlocal_Expogebouw_Bleijerheide | Expogebouw / Infogebäude, wind- und wasserdicht, mit wesentlichen Elementen einer Wohnung","no_has_bauaufgabe_intervention_target"
"bauobjekt/TRAE_High_Rise_Aarhus","","Gebäude\TRAE_High_Rise_Aarhus.md","","","","","TRÆ High-Rise, Aarhus | zirkuläres Hochhaus am ehemaligen Industriehafen von Aarhus | TRÆ High-Rise, Aarhus | TRAE_High_Rise_Aarhus | 78 m hohes, 20-geschossiges Holzhochhaus / Büro-Hospitality-Mixed-use","no_has_bauaufgabe_intervention_target"
"bauobjekt/The_Green_House_Utrecht","","Gebäude\The_Green_House_Utrecht.md","","","","","The Green House, Utrecht | zirkulärer Pavillon als temporäre Zwischennutzung | The Green House, Utrecht | The_Green_House_Utrecht | temporärer zweigeschossiger Pavillon mit Restaurant, Meetingräumen und Gewächshaus","no_has_bauaufgabe_intervention_target"
"bauobjekt/Timber_Square_London","","Gebäude\Timber_Square_London.md","","","","","Timber Square, London — Fallstudie Direct Reuse / Bauteilwiederverwendung | Low-carbon redevelopment mit retained printworks, hybrid steel/CLT structure und reused steel | Timber Square, London — Fallstudie Direct Reuse / Bauteilwiederverwendung | Timber_Square_London | Büro-/Mixed-use-Campus aus Print Building und Ink Building","no_has_bauaufgabe_intervention_target"
"bauobjekt/Upcycle_Studios_Copenhagen","","Gebäude\Upcycle_Studios_Copenhagen.md","","","","","Upcycle Studios, Copenhagen — Fallstudie Bauteilwiederverwendung / Direct Reuse | kommerziell skaliertes zirkuläres Wohnprojekt mit Wohn-/Arbeitsnutzung | Upcycle Studios, Copenhagen — Fallstudie Bauteilwiederverwendung / Direct Reuse | Upcycle_Studios_Copenhagen | Reihenhausensemble / 20 terraced houses","no_has_bauaufgabe_intervention_target"
"bauobjekt/Woongroep_Boschgaard_Den_Bosch","","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","","","","","Woongroep Boschgaard, Den Bosch — Fallstudie Bauteilwiederverwendung / Direct Reuse | 19 soziale Mietwohnungen mit Nachbarschaftszentrum und kollektivem Wohnen | Woongroep Boschgaard, Den Bosch — Fallstudie Bauteilwiederverwendung / Direct Reuse | Woongroep_Boschgaard_Den_Bosch | ehemaliges Nachbarschaftszentrum De Patio; neue Wohn- und Gemeinschaftsbauten","no_has_bauaufgabe_intervention_target"
"bauobjekt/Zinneke_Feder_Masui4ever_Brussels","","Gebäude\Zinneke_Feder_Masui4ever_Brussels.md","","","","","Zinneke / FEDER Masui4ever, Brüssel — Fallstudie Direct Reuse / zirkuläres Bauen | Zinneke_Feder_Masui4ever_Brussels | ehemaliger Werkstatt-/Druck-/Verwaltungskomplex; Quelle [S3] nennt ehemalige „Workshops of the Seal“ des föderalen Finanzministeriums. | Zinneke / FEDER Masui4ever, Brüssel — Fallstudie Direct Reuse / zirkuläres Bauen | Renovierung / Umnutzung zu dauerhafter Kultur- und Produktionsinfrastruktur für Zinneke.","no_has_bauobjektklasse_target"
