"entity_folder","id_folder","frontmatter_entity","title","node_kind","migration_status","came_from","action_done","path"
"datenpunkt","Holbein_Gardens_London__007__GIA","datenpunkt","GIA - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__007__GIA\index.md"
"datenpunkt","Holbein_Gardens_London__008__Added_area","datenpunkt","Added area - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__008__Added_area\index.md"
"datenpunkt","Holbein_Gardens_London__009__Bestandserhalt","datenpunkt","Bestandserhalt - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__009__Bestandserhalt\index.md"
"datenpunkt","Holbein_Gardens_London__010__CO_Einsparung_Stahlreuse","datenpunkt","CO₂-Einsparung Stahlreuse - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__010__CO_Einsparung_Stahlreuse\index.md"
"datenpunkt","Holbein_Gardens_London__011__CO_Einsparung_Stahlreuse","datenpunkt","CO₂-Einsparung Stahlreuse - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__011__CO_Einsparung_Stahlreuse\index.md"
"datenpunkt","Holbein_Gardens_London__012__CO_Einsparung_Stahlreuse","datenpunkt","CO₂-Einsparung Stahlreuse - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__012__CO_Einsparung_Stahlreuse\index.md"
"datenpunkt","Holbein_Gardens_London__013__embodied_carbon_reused_steel","datenpunkt","embodied carbon reused steel - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__013__embodied_carbon_reused_steel\index.md"
"datenpunkt","Holbein_Gardens_London__014__embodied_carbon_virgin_steel_Vergleich","datenpunkt","embodied carbon virgin steel Vergleich - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__014__embodied_carbon_virgin_steel_Vergleich\index.md"
"datenpunkt","Holbein_Gardens_London__015__structural_embodied_carbon","datenpunkt","structural embodied carbon - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__015__structural_embodied_carbon\index.md"
"datenpunkt","Holbein_Gardens_London__016__Gesamt_embodied_carbon","datenpunkt","Gesamt embodied carbon - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__016__Gesamt_embodied_carbon\index.md"
"datenpunkt","Holbein_Gardens_London__017__operational_carbon_savings","datenpunkt","operational carbon savings - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__017__operational_carbon_savings\index.md"
"datenpunkt","Holbein_Gardens_London__018__site_waste_eliminated","datenpunkt","site waste eliminated - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__018__site_waste_eliminated\index.md"
"datenpunkt","Holbein_Gardens_London__019__Zertifizierungen","datenpunkt","Zertifizierungen - Holbein Gardens, London — Fallstudie Direct Reuse / Wiederverwendung von Tragwerksstahl","core","migrated_phase4_case_graph","Gebäude\Holbein_Gardens_London.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Holbein_Gardens_London__019__Zertifizierungen\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__House_of_Fraser_steel_reused_at_TBC","datenpunkt","House-of-Fraser steel reused at TBC - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__House_of_Fraser_steel_reused_at_TBC\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__002__House_of_Fraser_steel_reused_at_TBC","datenpunkt","House-of-Fraser steel reused at TBC - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__002__House_of_Fraser_steel_reused_at_TBC\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__House_of_Fraser_steel_reused_at_TBC","datenpunkt","House-of-Fraser steel reused at TBC - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__House_of_Fraser_steel_reused_at_TBC\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__004__Target_claim_early","datenpunkt","Target/claim early - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__004__Target_claim_early\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__005__Repurposed_Cleveland_steel","datenpunkt","Repurposed Cleveland steel - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__005__Repurposed_Cleveland_steel\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__006__Anteil_reused_repurposed_steel_at_TBC","datenpunkt","Anteil reused/repurposed steel at TBC - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__006__Anteil_reused_repurposed_steel_at_TBC\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__007__total_steel_tonnage_TBC","datenpunkt","total steel tonnage TBC - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__007__total_steel_tonnage_TBC\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__008__CO_saving_reused_steel","datenpunkt","CO₂ saving reused steel - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__008__CO_saving_reused_steel\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__009__CO_saved_vs_new_build","datenpunkt","CO₂ saved vs new build - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__009__CO_saved_vs_new_build\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__010__operational_emissions_lower_than_typical_office","datenpunkt","operational emissions lower than typical office - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__010__operational_emissions_lower_than_typical_office\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__011__embodied_carbon_anticipated","datenpunkt","embodied carbon anticipated - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__011__embodied_carbon_anticipated\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__012__GIA_office","datenpunkt","GIA office - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__012__GIA_office\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__013__ancillary_commercial_basement","datenpunkt","ancillary commercial basement - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__013__ancillary_commercial_basement\index.md"
"datenpunkt","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__014__Energiebedarf","datenpunkt","Energiebedarf - House of Fraser / 318 Oxford Street → TBC.London / Tower Bridge Court — Fallstudie Reuse-Kette","core","migrated_phase4_case_graph","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__014__Energiebedarf\index.md"
"datenpunkt","Impact_Hub_Berlin_CRCLR_Fitout__001__Impact_Hub_Fl_che","datenpunkt","Impact Hub Fläche - Impact Hub Berlin Interior / CRCLR Fit-out – Fallstudie Direct Reuse / zirkuläres Bauen","core","migrated_phase4_case_graph","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Impact_Hub_Berlin_CRCLR_Fitout__001__Impact_Hub_Fl_che\index.md"
"datenpunkt","Impact_Hub_Berlin_CRCLR_Fitout__002__CRCLR_Gesamtfl_che","datenpunkt","CRCLR-Gesamtfläche - Impact Hub Berlin Interior / CRCLR Fit-out – Fallstudie Direct Reuse / zirkuläres Bauen","core","migrated_phase4_case_graph","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Impact_Hub_Berlin_CRCLR_Fitout__002__CRCLR_Gesamtfl_che\index.md"
"datenpunkt","Impact_Hub_Berlin_CRCLR_Fitout__003__Arbeitspl_tze","datenpunkt","Arbeitsplätze - Impact Hub Berlin Interior / CRCLR Fit-out – Fallstudie Direct Reuse / zirkuläres Bauen","core","migrated_phase4_case_graph","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Impact_Hub_Berlin_CRCLR_Fitout__003__Arbeitspl_tze\index.md"
"datenpunkt","Impact_Hub_Berlin_CRCLR_Fitout__004__Materialanteil_recycled_sustainable","datenpunkt","Materialanteil recycled/sustainable - Impact Hub Berlin Interior / CRCLR Fit-out – Fallstudie Direct Reuse / zirkuläres Bauen","core","migrated_phase4_case_graph","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Impact_Hub_Berlin_CRCLR_Fitout__004__Materialanteil_recycled_sustainable\index.md"
"datenpunkt","Impact_Hub_Berlin_CRCLR_Fitout__005__Materialanteil_sustainable_recycled_upcycled","datenpunkt","Materialanteil sustainable/recycled/upcycled - Impact Hub Berlin Interior / CRCLR Fit-out – Fallstudie Direct Reuse / zirkuläres Bauen","core","migrated_phase4_case_graph","Gebäude\Impact_Hub_Berlin_CRCLR_Fitout.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Impact_Hub_Berlin_CRCLR_Fitout__005__Materialanteil_sustainable_recycled_upcycled\index.md"
"datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__erhaltener_Bestand","datenpunkt","erhaltener Bestand - Jeugdkliniek Ithaka / Emergis, Kloetinge","core","migrated_phase4_case_graph","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__erhaltener_Bestand\index.md"
"datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__002__Neubau","datenpunkt","Neubau - Jeugdkliniek Ithaka / Emergis, Kloetinge","core","migrated_phase4_case_graph","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Jeugdkliniek_Ithaka_Emergis_Kloetinge__002__Neubau\index.md"
"datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS","datenpunkt","Materialanteil aus RWS - Jeugdkliniek Ithaka / Emergis, Kloetinge","core","migrated_phase4_case_graph","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS\index.md"
"datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","datenpunkt","Ziel Reuse-Anteil Neubau - Jeugdkliniek Ithaka / Emergis, Kloetinge","core","migrated_phase4_case_graph","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau\index.md"
"datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","datenpunkt","Betten - Jeugdkliniek Ithaka / Emergis, Kloetinge","core","migrated_phase4_case_graph","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten\index.md"
"datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","datenpunkt","Eröffnung / Nutzung - Jeugdkliniek Ithaka / Emergis, Kloetinge","core","migrated_phase4_case_graph","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung\index.md"
"datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","datenpunkt","Energie - Jeugdkliniek Ithaka / Emergis, Kloetinge","core","migrated_phase4_case_graph","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie\index.md"
"datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","datenpunkt","Materialpass - Jeugdkliniek Ithaka / Emergis, Kloetinge","core","migrated_phase4_case_graph","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","datenpunkt","CO₂-Einsparung gegenüber konventionellem Neubau - Juch-Areal Recyclingzentrum, Zürich-Altstetten","core","migrated_phase4_case_graph","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","datenpunkt","THG-Reduktion - Juch-Areal Recyclingzentrum, Zürich-Altstetten","core","migrated_phase4_case_graph","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","datenpunkt","Ausführungskredit / neue einmalige Ausgaben - Juch-Areal Recyclingzentrum, Zürich-Altstetten","core","migrated_phase4_case_graph","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","datenpunkt","frühere Baukostenschätzung - Juch-Areal Recyclingzentrum, Zürich-Altstetten","core","migrated_phase4_case_graph","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","datenpunkt","Bausumme Perita - Juch-Areal Recyclingzentrum, Zürich-Altstetten","core","migrated_phase4_case_graph","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__006__Fertigstellung","datenpunkt","Fertigstellung - Juch-Areal Recyclingzentrum, Zürich-Altstetten","core","migrated_phase4_case_graph","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__006__Fertigstellung\index.md"
"datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__007__Bauzeit","datenpunkt","Bauzeit - Juch-Areal Recyclingzentrum, Zürich-Altstetten","core","migrated_phase4_case_graph","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\Juch_Areal_Recyclingzentrum_Zuerich__007__Bauzeit\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__001__Fl_che","datenpunkt","Fläche - K.118 – Kopfbau Halle 118, Winterthur","core","migrated_phase4_case_graph","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__001__Fl_che\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__002__Geschosse_Aufstockung","datenpunkt","Geschosse Aufstockung - K.118 – Kopfbau Halle 118, Winterthur","core","migrated_phase4_case_graph","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__002__Geschosse_Aufstockung\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__003__Wiederverwendungsrate_Gewicht","datenpunkt","Wiederverwendungsrate Gewicht - K.118 – Kopfbau Halle 118, Winterthur","core","migrated_phase4_case_graph","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__003__Wiederverwendungsrate_Gewicht\index.md"
"datenpunkt","K118_Kopfbau_Halle_118_Winterthur__004__Wiederverwendungsrate_Volumen","datenpunkt","Wiederverwendungsrate Volumen - K.118 – Kopfbau Halle 118, Winterthur","core","migrated_phase4_case_graph","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","Generated from a rich case file into case graph nodes: fallstudie/projekt/bauobjekt/reuse_einsatz/datenpunkt/akteur_beteiligung.",".\_graph\datenpunkt\K118_Kopfbau_Halle_118_Winterthur__004__Wiederverwendungsrate_Volumen\index.md"
